state,Zip,postings_seen
MT,59401-1111,2
MI,48444,2
MT,59330-0194,2
RI,02916,2
SC,29016,2
SC,29036,2
SC,29045,2
RI,02893-0907,2
AR,72432,2
WA,98626,2
WA,98576,2
NY,13865,2
NY,13762,2
NY,13784,2
NY,13812,2
FL,34673,2
FL,34695,2
SC,29101,2
RI,02911,2
MT,59044-4202,2
MS,39654,2
MS,39735,2
WA,98662,2
WA,98663-0000,2
FL,34292,2
NY,14125,2
FL,34143,2
AR,72653,2
AR,72704,2
WA,98674,2
AR,72616,2
MT,59201,2
MT,59101-1321,2
MT,59102-2741,2
MT,59022,2
RI,02852-7441,2
RI,02859,2
RI,02807,2
RI,02828,2
CA,96088-9462,2
CA,96101,2
FL,34275,2
AR,72650,2
RI,02907,2
IN,46345,2
IN,46375,2
NY,14041,2
NY,14047,2
NY,14059,2
NY,14067,2
NY,14070,2
IA,52402-2411,2
IA,52403,2
IA,52346,2
IA,52349,2
WA,99004,2
WA,98813,2
WA,98826,2
WA,98841,2
WI,53005-6019,2
WI,53014-0229,2
WI,53021,2
WA,99347,2
MS,39649,2
MS,39501,2
MS,39529,2
IA,52358-0479,2
PA,19560,2
PA,19408,2
PA,19425,2
CO,80030,2
CO,80105,2
CO,80225,2
AR,72204,2
AR,72206,2
FL,34201,2
FL,34205,2
NY,14108,2
FL,34109,2
FL,34141,2
MD,21835,2
MD,21842,2
NY,14094,2
AR,72315,2
WI,53022-4647,2
AR,72150,2
AR,72168,2
AR,72183,2
MA,02538,2
MA,02559,2
NY,14568,2
IA,52306,2
MS,39440,2
MS,39451,2
MS,39211,2
MS,39216,2
MS,39272,2
MS,39119,2
MS,39145,2
CO,80137,2
CO,80212,2
CO,80215,2
CO,80218,2
PA,19317,2
PA,19146,2
PA,19148,2
MA,02536,2
WA,98944,2
PA,19352,2
PA,19353,2
NY,14433,2
NY,14228,2
NY,14411,2
NY,14143,2
NY,14201,2
WI,53044,2
WI,53045-2917,2
WI,53051-1503,2
WI,53037,2
WI,53037-9807,2
WI,53038,2
WI,53038-0009,2
WI,53040,2
MS,38935,2
MS,39042,2
MS,38843,2
MS,38901,2
MS,38733,2
MS,38824,2
WI,53051-5610,2
WI,53051-5916,2
MA,02466,2
MA,02364,2
MA,02379,2
MA,02420,2
MS,39063,2
MS,39073,2
MS,38916,2
MS,38930,2
NY,14569,2
FL,33916,2
FL,33918,2
FL,33908,2
FL,33913,2
FL,33841,2
MA,02456,2
MA,02464,2
WI,53119,2
WI,53126,2
WI,53081-4025,2
WI,53085-1798,2
WI,53089-3934,2
WI,53074,2
WI,53076,2
WI,53080,2
IA,52531-0479,2
IA,52563,2
IA,52565,2
IA,52501-0479,2
MI,48820,2
MI,48821,2
MI,48827,2
MI,48836,2
NY,14808,2
NY,14843,2
NY,14853,2
NY,14718,2
NY,14722,2
NY,14609,2
NY,14620,2
NY,14706,2
MA,02451,2
MA,02351,2
CO,80299,2
NY,14883,2
NY,14891,2
OH,43001,2
OH,43002,2
NY,14802,2
KS,67211,2
KS,67219,2
AR,72002,2
KS,67114,2
WI,53129-0509,2
CO,80477,2
OH,43138,2
OH,43076,2
MI,48658,2
MI,48686,2
MI,48710,2
MS,38632,2
MS,38635,2
KS,67221,2
KS,67335,2
KS,67439,2
CO,80260,2
CO,80516,2
PA,19070,2
PA,19072,2
CO,80513,2
CO,80514,2
MI,48801,2
MI,48804,2
WI,53080-1924,2
WI,53066-0000,2
WI,53066-3652,2
OH,43022,2
OH,43028,2
OH,43008,2
OH,43013,2
OH,43019,2
AR,72079,2
LA,70044,2
LA,70047,2
CO,80720,2
CO,80553,2
CO,80603,2
PA,18709,2
PA,18711,2
MO,65559,2
AR,72099,2
AR,72110,2
AR,72114,2
AR,72117,2
AR,72032,2
AR,72039,2
AR,72058,2
MO,65739,2
MO,65746,2
MO,65781,2
MO,65803-3000,2
MO,65711,2
MO,65605,2
MO,65633,2
MO,65668,2
OH,43105,2
FL,33839,2
FL,33813,2
CO,80428,2
PA,19050,2
PA,19001,2
PA,18914,2
PA,18954,2
IA,52778,2
WI,53205,2
WI,53208-3156,2
WI,53172-0500,2
WI,53144-1690,2
WI,53150,2
WI,53153,2
FL,33610,2
AR,71701,2
MO,65084,2
MO,65105,2
MO,65212,2
MO,65301-1105,2
IA,52804-1707,2
IA,52742,2
IA,52773,2
OH,43150,2
OH,43152,2
OH,43153,2
OH,43154,2
OH,43156,2
AR,71744,2
AR,71901,2
AR,71653,2
PA,18834,2
IN,47454,2
MA,02631,2
MD,21502,2
MD,21504,2
MD,21532,2
OH,43199,2
OH,43202,2
ID,83406,2
ID,83428,2
WI,53214-1470,2
WI,53214-2156,2
WI,53215-2259,2
WI,53209-4141,2
CO,80905,2
PA,18505,2
WI,53218-1561,2
WI,53226-0000,2
MO,64865,2
MO,64759,2
ID,83472,2
MO,64747,2
ID,83347,2
ID,83405,2
IN,47446,2
IN,47359,2
IN,47302,2
PA,18519,2
PA,18621,2
CO,80829,2
WI,53402-3226,2
WI,53218,2
FL,33619,2
FL,33534,2
MD,21740-2188,2
MD,21740-5146,2
MD,21746,2
IN,47404,2
IN,47429,2
IN,47441,2
WI,53510,2
WI,53227-2234,2
KY,42064,2
WI,53704-4155,2
WI,53707,2
MO,64114,2
MO,64079,2
MO,64089,2
WI,53523,2
AR,71601,2
AR,71643,2
MO,64451,2
MO,64469,2
MO,64127,2
AL,36652,2
WI,53406-3985,2
OH,43351,2
OH,43360,2
OH,43332,2
OH,43266,2
OH,43271,2
PA,18252,2
WI,53527-0330,2
WI,53512-1018,2
CO,80808,2
PA,18440,2
PA,18344,2
PA,18356,2
PA,18372,2
OH,43430,2
OH,43433,2
OH,43344,2
WI,53711-4948,2
MO,63670,2
MO,63830,2
MO,63834,2
MO,63601,2
MO,63627,2
MO,63501-1392,2
MI,48841,2
OH,43457,2
OH,43460,2
OH,43469,2
CO,80918,2
PA,18043,2
PA,17921,2
PA,17948,2
KY,42715,2
WI,53547,2
PA,18332,2
PA,18078,2
CO,81140,2
CO,81062,2
CO,81067,2
OH,43607,2
OH,43515,2
MO,64012,2
MO,64020,2
MO,64029,2
MO,64053,2
WI,53703-2637,2
WI,53548-8100,2
WI,53555,2
WI,53534,2
IL,62236,2
IL,62060,2
IL,62090,2
IL,62052,2
ID,83638,2
ID,83655,2
AL,36567,2
WI,53713-3251,2
PA,17841,2
PA,17844,2
PA,17604,2
PA,17812,2
PA,17814,2
MD,07506,2
PA,17563,2
MA,02764,2
PA,17884,2
PA,17888,2
OH,43756,2
OH,43614,2
OH,43713,2
FL,33442,2
FL,33454,2
PA,17833,2
MI,48847,2
MI,48851,2
KY,42553,2
KY,42633,2
KY,42170,2
KY,42276,2
PA,17954,2
PA,17866,2
MO,63049,2
MO,63090-0000,2
WI,53931,2
WI,53934,2
WI,53818-1452,2
WI,53910,2
WI,53744-5530,2
WI,53813-2054,2
MO,63123,2
MO,63130,2
MO,63132,2
MO,63135,2
MO,63136,2
MO,63104,2
MO,63110,2
MO,63114,2
OH,43811,2
MA,02744,2
MA,02721,2
PA,17554,2
MA,02649,2
MA,02653,2
WI,53949,2
ID,83607,2
AL,36532,2
AL,36559,2
MA,02766,2
MA,02790,2
OH,44010,2
OH,44023,2
OH,43917,2
OH,43952,2
IL,60002,2
ID,83716,2
ID,83822,2
MN,56721,2
WI,54106-9428,2
AL,36207,2
WI,54024-9501,2
WI,53965-0590,2
MI,49031,2
MN,56763,2
MO,63011,2
MO,63012,2
MO,63033,2
ID,83858,2
ID,83860,2
IL,55474,2
OH,44050,2
OH,44055,2
CO,81247,2
CO,81252,2
PA,17537,2
PA,17356,2
PA,17362,2
PA,17405,2
WI,53714-1370,2
WI,53718-6387,2
MD,21146,2
MD,21154,2
OH,44072,2
MD,21113,2
MD,21122,2
OH,44047,2
MN,56591,2
MN,56592,2
MN,56562,2
MN,56464,2
MN,56510,2
MN,56514,2
MI,49013,2
OH,44140,2
WI,54115-8183,2
WI,54121,2
AL,36344,2
AL,36360,2
WI,54115-5037,2
WI,54115-5903,2
MN,56572,2
MN,56579,2
OH,44076,2
FL,33146,2
FL,33149,2
FL,33261,2
MD,21221,2
MD,21234,2
FL,33142,2
OH,44126,2
WI,54005,2
WI,53948-0700,2
CO,81645,2
PA,17065,2
CO,81623,2
FL,33403,2
FL,33404,2
MD,21236,2
WI,54217-0480,2
MI,49002,2
MI,49009,2
MI,48881,2
MI,48910,2
MN,56441,2
MI,48876,2
IL,60030,2
PA,16946,2
PA,17001,2
PA,17003,2
PA,16858,2
PA,16866,2
PA,16915,2
WI,54220-5248,2
WI,54208-9763,2
OH,44102,2
OH,44106,2
PA,17049,2
PA,17051,2
PA,17019,2
PA,17025,2
PA,17026,2
PA,16933,2
FL,33070,2
FL,33136,2
FL,33037,2
FL,33050,2
FL,33067,2
FL,33068,2
FL,33069,2
OH,44089,2
KY,40906,2
KY,41005,2
WI,54307-0327,2
WI,54307-9025,2
MN,56360,2
MN,56374,2
MN,56325,2
IL,60102,2
PA,16686,2
PA,16750,2
MD,20693,2
MD,20695,2
IN,47126,2
IN,47164,2
KY,41095,2
KY,41143,2
FL,33010,2
FL,32935,2
FL,32948,2
OH,44230,2
OH,44232,2
FL,32905,2
CT,06085,2
CT,06101,2
IL,60033,2
IL,60041,2
IL,60050,2
WI,54162-0950,2
PA,16917,2
OH,44240,2
OH,44255,2
OH,44262,2
WI,54308-8100,2
AL,36027,2
AL,36079,2
KY,42038,2
KY,42045,2
KY,41179,2
KY,41311,2
PA,16133,2
PA,16373,2
MN,56243,2
MN,56175,2
MN,56183,2
MN,56118,2
MN,56119,2
MN,56136,2
MN,56069,2
PA,16531,2
OH,44501,2
OH,44502,2
OH,44425,2
OH,44413,2
OH,44281,2
PA,16502,2
PA,16505,2
IL,60107,2
WI,54304-5726,2
WI,54302-2031,2
WI,54303-4347,2
IN,47111,2
IN,47117,2
IN,47119,2
PA,16530,2
MI,49250,2
IL,60130,2
MI,49120,2
MI,49230,2
WI,54470,2
WI,54449-5703,2
WI,54406,2
WI,54407,2
CT,06403,2
CT,06339,2
WI,54479-0128,2
WI,54482,2
MN,56021,2
MN,56024,2
MN,56042,2
IL,60135,2
OH,44624,2
OH,44626,2
OH,44627,2
PA,16023,2
PA,16049,2
CT,06371,2
CT,06374,2
CT,06379,2
PA,16150,2
PA,16159,2
OH,44652,2
OH,44661,2
OH,44662,2
OH,44632,2
OH,44650,2
OH,44618,2
WI,54650-0189,2
WI,54618,2
WI,54619,2
MI,49083,2
MI,49087,2
MI,49088,2
MI,49090,2
MI,49106,2
OH,44666,2
OH,44672,2
OH,44675,2
OH,44676,2
PA,15870,2
PA,15927,2
PA,15824,2
WI,54639,2
FL,32824,2
FL,32739,2
FL,32747,2
FL,32753,2
FL,32757,2
OH,44681,2
OH,44683,2
OH,44688,2
WI,54417,2
WI,54425,2
WI,54402-1520,2
WI,54404,2
WI,54405,2
MN,56220,2
CT,06242,2
FL,32774,2
MN,55943,2
MN,55804,2
MN,55768,2
MN,55803,2
IL,60409,2
IL,60417,2
IL,60420,2
MN,55731,2
OH,44730,2
FL,32901,2
FL,32903,2
PA,15563,2
PA,15639,2
PA,15530,2
PA,15531,2
MN,55936,2
WI,54491,2
PA,15690,2
PA,15665,2
OH,44830,2
OH,44807,2
OH,44813,2
OH,44703,2
OH,44709,2
MI,49078,2
WI,54601-3742,2
WI,54603-1710,2
WI,54552,2
WI,54555,2
WI,54556,2
WI,54484,2
WI,54488-9269,2
MN,55436,2
MN,55448,2
MN,55406,2
MN,55410,2
KY,40006,2
KS,67522,2
KS,67672,2
WI,54720,2
OH,44857,2
OH,44875,2
CT,06471,2
CT,06512,2
CT,06417,2
IL,60195,2
IL,60305,2
IL,60176,2
PA,15552,2
PA,15332,2
PA,15367,2
PA,15232,2
PA,15317-6506,2
IN,46740,2
IN,46628,2
IN,46574,2
AL,35906,2
AL,35768,2
AL,35769,2
AL,35772,2
AL,35803,2
AL,35807,2
AL,35810,2
AL,35811,2
MN,55385,2
MN,55352,2
WI,54871,2
WI,54872,2
WI,54829,2
WI,54829-9239,2
KY,40456,2
WI,54720-1378,2
PA,15145,2
MD,20721,2
AL,35586,2
AL,35592,2
WI,54891,2
MN,55402-2455,2
IL,60433,2
MN,55373,2
OH,45065,2
FL,32609,2
FL,32628,2
FL,32669,2
IN,46761,2
MD,20746,2
MD,20753,2
MD,20754,2
WI,54701-3703,2
PA,15207,2
MD,20771,2
MD,20772-2631,2
MD,20774,2
MD,20830,2
FL,32719,2
FL,32726,2
IL,60643,2
MI,49252,2
MI,49302,2
WI,54911-8647,2
WI,54914-3133,2
AL,35616,2
AL,35640,2
AL,35660,2
DE,19802,2
WI,54923-0028,2
WI,54929-1518,2
WI,54935-2461,2
IL,60491,2
IL,60521,2
MN,55346,2
IL,60642,2
OH,45229,2
OH,45230,2
OH,45123,2
OH,45176,2
OH,45067,2
PA,15112,2
PA,15066,2
PA,15077,2
CT,06820,2
CT,06896,2
PA,15139,2
OH,45231,2
OH,45232,2
OH,45244,2
OH,45255,2
OH,45219,2
IL,61832,2
IL,61744,2
IL,61769,2
IL,61776,2
IL,61616,2
IL,61630,2
IL,60618,2
WI,54944-9301,2
WV,24874,2
WV,24701-5055,2
WV,24701-9472,2
WI,54983,2
WI,54984,2
WI,54986-0399,2
WI,54986-8531,2
IL,61820,2
PA,15037,2
DC,20004-1206,2
OR,97918,2
PA,15027,2
PA,15031,2
OR,97838-2118,2
OR,97850-1387,2
WV,24851,2
AL,35740,2
AL,35546,2
AL,35565,2
AL,35582,2
OH,45409,2
FL,32407,2
FL,32433,2
OH,45380,2
IL,61073,2
IL,61101,2
IL,60936,2
IL,60938,2
IL,61025,2
WV,24901-1310,2
WV,24901-1774,2
WV,24801-2541,2
MD,20850-5135,2
WV,24986,2
MN,55302,2
IL,60602,2
MN,55116,2
MN,55155-4342,2
IL,61053,2
IL,61071,2
OR,97703-3544,2
OR,97601-0000,2
OR,97630,2
OR,97459-1229,2
DE,19933,2
DE,19975,2
FL,32006,2
FL,32034,2
WI,54936-1108,2
WI,54923,2
OH,45620,2
OH,45628,2
OH,45458,2
FL,32535,2
FL,32561,2
OR,97738,2
IL,61103,2
IL,61108,2
WV,25265,2
WV,25276,2
WV,25301-1326,2
WV,25045,2
WV,25083,2
OR,97378,2
MN,55084,2
IL,60915,2
MN,55038,2
MN,55041,2
IL,61132,2
IL,61250,2
IL,61265,2
MN,55032,2
IN,46783,2
IN,46806,2
OR,97446-0000,2
OR,97423,2
OR,97402-9742,2
OR,97370-0000,2
WV,25301-9999,2
WV,25302-3932,2
DE,19903,2
OH,45693,2
OH,45669,2
IN,46975,2
IN,46862,2
IN,46902,2
IN,46923,2
IN,46926,2
WV,25504-4069,2
WV,25414-1621,2
WV,25404-4792,2
WV,25405-9436,2
WV,25401,2
WV,25309-2304,2
WV,25309-8276,2
WV,25304-1062,2
OR,97229-5416,2
MI,Detroit,2
MI,49935,2
MI,49946,2
MI,49858,2
MI,49866,2
MI,49876,2
WV,25526-9206,2
OH,45877,2
OH,45856,2
OR,97301-0311,2
OR,97307,2
OR,97239-0000,2
OR,97239-2964,2
OR,97239-4417,2
OR,97224-0000,2
OR,97333-1299,2
FL,32228,2
OH,45887,2
OH,45889,2
FL,32210,2
FL,32212,2
FL,32214,2
OH,45872,2
AL,35228,2
AL,35233,2
AL,35210,2
AL,35212,2
AL,35215,2
WV,25601-3626,2
MN,50696,2
MD,21047,2
WV,25801-3518,2
WV,25801-3727,2
MI,49801-0459,2
IL,61571,2
MI,49770,2
MI,49781,2
MI,49506,2
IL,61443,2
FL,32344,2
OK,73005,2
OK,73008,2
FL,32306,2
OR,97222-7594,2
OR,97211-0000,2
WV,25832-9264,2
WV,25801-2824,2
WV,25304-1063,2
OR,97230-0000,2
OK,73104,2
OK,73523,2
OK,73023,2
OK,73052,2
OK,73086,2
OK,73089,2
OR,97005-0000,2
WY,82604,2
WV,26601-6255,2
WV,26757,2
WV,26757-6345,2
AK,99692,2
AK,99723,2
WV,26302,2
OK,74070,2
OK,74119,2
OK,74063,2
MD,21074,2
MD,21077,2
MD,21078,2
OR,97008-8837,2
FL,32084,2
FL,32117,2
FL,32119,2
FL,32121,2
FL,32123,2
OK,74354,2
OK,74365,2
OK,74429,2
OK,74435,2
WV,26036,2
WV,26050,2
WV,26003-7129,2
WV,25840-6872,2
WV,25840-9654,2
WV,25917-6600,2
FL,32170,2
FL,32174,2
NJ,07661,2
NJ,07721,2
HI,96843,2
IA,50002,2
HI,96767,2
HI,96796,2
MI,48122,2
NJ,07649,2
KY,40033,2
KY,40047,2
KY,40050,2
KY,40056,2
AL,35116,2
CA,93268,2
CA,93278,2
IA,50003-1638,2
OK,74554,2
WV,26554-8824,2
WV,26575,2
WY,82410,2
WY,82431,2
WY,82072,2
AK,99683,2
KY,40155,2
WV,26346,2
WV,26250,2
WV,26175,2
OR,97008-0000,2
OK,74745,2
OK,74848,2
OK,74868,2
OK,74447,2
WV,26847,1
AK,97019,1
WY,82929,1
AK,35802,1
AK,99685,1
MI,49523,1
MI,49615,1
MI,49630,1
MI,49649,1
KY,40361,1
WV,26505,1
WV,26505-2712,1
AL,33109,1
WY,82714,1
WY,82716,1
AK,99579-0000,1
WY,82729,1
WV,26330-9121,1
WV,26330-9688,1
WV,26354-1678,1
WV,26362,1
WV,26372-9702,1
WV,26378,1
WV,26431,1
KY,40342,1
WV,26241-9475,1
WV,26260,1
WV,26287-0464,1
WV,26301-2843,1
WV,26301-4465,1
WV,26301-9316,1
WV,26330-4689,1
WV,26330-6707,1
OK,74079,1
OK,74082,1
OK,74330,1
OK,74346,1
OK,74349,1
OK,74363,1
OK,74426,1
OK,74439,1
FL,32082,1
FL,32083,1
MD,21061,1
OK,74016,1
OK,74021,1
OK,74029,1
OK,74053,1
OK,74071,1
OK,74942,1
OK,76240,1
OR,97002-9525,1
OR,97005-0979,1
OR,97005-2322,1
OR,97005-3434,1
OR,97013-0000,1
OR,97013-2482,1
OK,74446,1
OK,74450,1
OK,74460,1
OK,74538,1
OK,74578,1
OK,74702,1
OK,74764,1
OK,74859,1
OR,97110-0000,1
OR,97112-0000,1
OR,97116-0000,1
OR,97124-6436,1
OR,97124-9328,1
OR,97132-2307,1
OR,97140,1
OR,97203-0000,1
OR,97060-9523,1
OR,97062-8051,1
OR,97062-8223,1
OR,97062-8505,1
OR,97062-9192,1
OR,97068,1
OR,97070-7719,1
OR,97071-9725,1
OR,97024,1
OR,97028-0000,1
OR,97035-0000,1
OR,97035-3480,1
OR,97045-8923,1
OR,97050,1
OR,97055-7248,1
OR,97058-3508,1
FL,32092,1
FL,32124,1
FL,32130,1
FL,32145,1
FL,32162,1
FL,32177,1
OR,97016-2236,1
OR,97020-0000,1
MD,21057,1
OR,97206-8209,1
OR,97207-0000,1
OR,97210-1422,1
OR,97210-1615,1
OR,97210-2531,1
OR,97210-5311,1
OR,97213-0000,1
MD,21013,1
MD,21018,1
MD,21028,1
MD,21032,1
MD,21034,1
MD,21037,1
MD,21053,1
MD,21056,1
OK,74001,1
MD,20877,1
MD,20889,1
MD,20902,1
MD,20903,1
MD,20904,1
MD,20910,1
MD,21012,1
OR,97203-6480,1
OR,97204-2119,1
OR,97204-2825,1
OR,97204-3213,1
OR,97205-0000,1
OK,73662,1
OK,73738,1
OK,73742,1
OK,73448,1
OK,73538,1
OK,73628,1
OR,97227-1708,1
OR,97229-5442,1
OR,97232-2920,1
OR,97232-4169,1
OR,97232-4189,1
FL,32328,1
FL,32329,1
OH,45899,1
OH,52241,1
OK,73047,1
OK,73050,1
OK,73057,1
OK,73093,1
OR,97220-4723,1
OR,97220-9001,1
OR,97222-4604,1
OR,97222-7613,1
OR,97224,1
FL,32305,1
FL,32306-2620,1
FL,32308,1
OR,97213-6462,1
OR,97214-3563,1
OR,97219-2378,1
OR,97219-7132,1
OR,97220,1
OR,97220-1168,1
OR,97220-1355,1
OR,97220-2511,1
FL,322073,1
FL,32217,1
FL,32254,1
FL,32258,1
FL,32303,1
OR,97330-0000,1
OR,97330-4742,1
OR,97338-0000,1
OH,45833,1
OH,45835,1
OH,45851,1
OH,45863,1
OH,45864,1
OH,45874,1
OH,45876,1
OH,45880,1
OR,97311-0800,1
OR,97321-2705,1
OR,97321-9432,1
OR,97322-7030,1
OR,97322-7037,1
OR,97327,1
OH,45828,1
OH,45830,1
OR,97233-3956,1
OR,97239-4506,1
OR,97267-4960,1
OR,97301-0356,1
OR,97301-4785,1
OR,97302-4449,1
OR,97303-4259,1
OR,97310-0000,1
IN,46796,1
IN,46809,1
IN,46818,1
IN,46835,1
IN,46938,1
IN,46941,1
IN,46958,1
IN,46965,1
OR,97435-9764,1
OR,97439-0000,1
OR,97439-4717,1
OR,97448-0000,1
OR,97448-1933,1
OR,97459-0000,1
DE,19805,1
IN,46789,1
OR,97394,1
OR,97401-8054,1
OR,97402-2794,1
OR,97402-4918,1
OR,97408,1
OR,97415-0000,1
OR,97417,1
OR,97420-1431,1
OR,97361-2136,1
OR,97378-9807,1
OR,97381-0000,1
OR,97383,1
OR,97383-1726,1
OR,97386,1
OR,97389,1
OR,97389-9770,1
OH,45813,1
OH,45819,1
OH,45821,1
IN,46996,1
DE,19901,1
DE,19930,1
DE,19956,1
DE,19967,1
OH,45750-9355,1
OH,45776,1
OH,45777,1
OH,45784,1
OH,45786,1
OH,45786-5248,1
OH,45802,1
OH,45812,1
OH,45713,1
OH,45714-2086,1
OH,45716,1
OH,45719,1
OH,45720,1
OH,45721,1
OH,45734,1
OH,45743,1
IN,46971,1
IN,46994,1
OH,45652,1
OH,45656,1
OH,45663,1
OH,45675,1
OH,45690,1
OH,45712,1
OR,97701-5743,1
OR,97701-7974,1
OR,97701-8502,1
OR,97703-0000,1
OR,97708-0000,1
OR,97739-0000,1
OR,97741-0001,1
OR,97756-0000,1
OR,97524,1
OR,97526-2509,1
OR,97527-0000,1
OR,97535,1
OR,97601-6218,1
OR,97601-6223,1
OR,97603-0000,1
OR,97701-1960,1
OR,97478-6625,1
OR,97502-0000,1
OR,97503-0000,1
OR,97503-1027,1
OR,97504-4111,1
OR,97504-4301,1
OR,97504-7170,1
OR,97520-0000,1
DE,19971,1
FL,15370,1
FL,32038,1
FL,32055,1
FL,32059,1
FL,32080,1
OR,97471-0000,1
OR,97478-5972,1
OH,45634,1
OR,97761,1
OR,97801-1002,1
OR,97801-4302,1
OR,97812,1
OR,97814-3352,1
OR,97838-0000,1
OR,97838-6198,1
OH,45412,1
OH,45414,1
OH,45434,1
OH,45501,1
OH,45612,1
OH,45614,1
OH,45618,1
OH,45624,1
FL,32461,1
FL,32466,1
FL,32503,1
FL,32514,1
FL,32530,1
FL,32540,1
FL,32564,1
FL,32566,1
OR,97756-1828,1
OR,97756-7039,1
OR,97759-0000,1
OR,97760-0000,1
FL,32437,1
FL,32439,1
FL,32444,1
FL,32460,1
OH,45403,1
OH,45404,1
FL,32409,1
FL,32435,1
DC,20016,1
DC,20018,1
DC,20024,1
DC,20050,1
OH,45341,1
OH,45344,1
OH,45346,1
OH,45350,1
OH,45360,1
OH,45369,1
OH,45374,1
OH,45381,1
OH,45264,1
OH,45277,1
OH,45304,1
OH,45306,1
OH,45312,1
OH,45314,1
OH,45315,1
OH,45317,1
OR,97850-1362,1
OR,97850-7290,1
OR,97914-0000,1
PA,15033,1
PA,15042,1
DC,20001-3710,1
DC,20007,1
OH,45263,1
OH,45227,1
OH,45237,1
OH,45239,1
OH,45251,1
CT,06793,1
CT,06870,1
CT,06876,1
MD,20711,1
OH,45153,1
OH,45159,1
OH,45160,1
OH,45162,1
OH,45169,1
OH,45211,1
OH,45214,1
OH,45226,1
PA,15110,1
PA,15126,1
CT,06716,1
CT,06763,1
CT,06786,1
OH,45112,1
OH,45119,1
OH,45120,1
DC,20250,1
DC,20374,1
DC,20405,1
DE,19702,1
DE,19706,1
PA,15057,1
PA,15062,1
PA,15095,1
FL,32605,1
FL,32606,1
FL,32608,1
FL,32611,1
FL,32625,1
FL,32643,1
FL,32713,1
FL,32732,1
IN,46767,1
IN,46776,1
IN,46778,1
OH,45001,1
OH,45051,1
OH,45052,1
OH,45053,1
FL,32580,1
MD,20740,1
MD,20744,1
MD,20745,1
MD,20751,1
MD,20758,1
MD,20759,1
MD,20764,1
MD,20765,1
MD,20714,1
MD,20715,1
MD,20719,1
MD,20721-4026,1
MD,20722,1
MD,20724,1
MD,20732,1
MD,20733,1
IN,46567,1
IN,46614,1
IN,46617,1
IN,46705,1
IN,46710,1
IN,46713,1
IN,46723,1
IN,46732,1
OH,44856,1
OH,44861,1
OH,44862,1
OH,44902,1
MD,21082,1
MD,21084,1
MD,21087,1
MD,21102,1
PA,15228,1
CT,06413,1
CT,06419,1
CT,06423,1
CT,06426,1
CT,06456,1
CT,06498,1
OH,44855,1
FL,32733,1
MD,20772,1
MD,20837,1
PA,15209,1
PA,15210,1
PA,15214,1
PA,15217,1
PA,15221,1
OH,44735,1
OH,44809,1
OH,44814,1
OH,44816,1
OH,44824,1
OH,44825,1
OH,44836,1
OH,44844,1
PA,15627,1
PA,15628,1
PA,15637,1
OH,44693,1
OH,44695,1
OH,44697,1
OH,44718,1
OH,44721,1
PA,15423,1
PA,15445,1
PA,15473,1
PA,15497,1
PA,15546,1
PA,15611,1
PA,15613,1
PA,15626,1
IN,46742,1
IN,46747,1
IN,46748,1
PA,15231,1
PA,15241,1
PA,15331,1
PA,15337,1
PA,15415,1
OH,44690,1
FL,32754,1
FL,32763,1
FL,32765,1
FL,32776,1
FL,32836,1
CT,06258,1
CT,06259,1
PA,15907,1
PA,15935,1
CT,06239,1
OH,44665,1
OH,44677,1
OH,44679,1
OH,44680,1
OH,44689,1
PA,15748,1
PA,15767,1
PA,15774,1
PA,15840,1
PA,15846,1
PA,15851,1
PA,15864,1
PA,15906,1
OH,44846,1
OH,44849,1
PA,15658,1
PA,15663,1
PA,15677,1
PA,15728,1
PA,15730,1
PA,15747,1
OH,44643,1
OH,44644,1
OH,44648,1
OH,44651,1
OH,44653,1
OH,44659,1
PA,16123,1
PA,16137,1
OH,44611,1
OH,44613,1
OH,44614,1
OH,44615,1
OH,44617,1
OH,44625,1
OH,44629,1
OH,44634,1
PA,16045,1
PA,16056,1
PA,16061,1
OH,44504,1
OH,44511,1
OH,44606,1
OH,44607,1
OH,44608,1
CT,06280,1
CT,06330,1
CT,06335,1
CT,06340,1
CT,06354,1
CT,06380,1
CT,06409,1
PA,16033,1
OH,44415,1
OH,44418,1
OH,44431,1
OH,44432,1
OH,44439,1
OH,44440,1
OH,44441,1
OH,44443,1
OH,44304,1
OH,44305,1
OH,44310,1
OH,44311,1
OH,44312,1
OH,44320,1
OH,44321,1
OH,44408,1
PA,16345,1
PA,16351,1
PA,16360,1
PA,16417,1
PA,16421,1
PA,16441,1
PA,16442,1
OH,44285,1
PA,16141,1
PA,16145,1
PA,16154,1
PA,16214,1
PA,16242,1
PA,16259,1
PA,16333,1
PA,16341,1
MD,20686,1
MD,20704,1
PA,16720,1
PA,16749,1
CT,06043,1
CT,06061,1
CT,06063,1
CT,06068,1
IN,47060,1
IN,47150-0000,1
IN,47161,1
IN,47228-0110,1
IN,47236,1
IN,47246,1
IN,47282,1
MD,20684,1
PA,16624,1
PA,16635,1
PA,16648,1
PA,16662,1
PA,16664,1
MD,20601,1
MD,20628,1
IN,47041,1
OH,44444,1
OH,44450,1
OH,44482,1
OH,44486,1
PA,16510,1
PA,16512,1
PA,16541,1
PA,16565,1
OH,44273,1
PA,16868,1
PA,16870,1
PA,16921,1
PA,16929,1
PA,16947,1
PA,17004,1
PA,17007,1
FL,32968,1
FL,33001,1
FL,33018,1
FL,33020,1
FL,33021,1
FL,33023,1
OH,44264,1
