state,Zip,postings_seen
OK,74301,5
OK,74033,5
OK,74023,5
MD,21050,5
MD,21044,5
NY,11705,5
IN,46308,5
NY,11580,5
NY,11520,5
NY,11420,5
NY,11102,5
NY,10918,5
NY,10924,5
OH,44242,5
FL,32955,5
FL,32931,5
OH,44137,5
OH,44133,5
GA,30217,5
NY,11772,5
GA,30302,5
IN,46725,5
IN,46703,5
OH,44903,5
FL,32827,5
OH,44514,5
OH,44473,5
OH,44306,5
OH,44303,5
NV,89431,5
GA,30747,5
NV,89032,5
NV,89052,5
CT,06483,5
CT,06468,5
PA,15218,5
CT,06418,5
OR,97201-0000,5
OR,97071,5
OR,97051,5
FL,32204,5
FL,32081,5
OK,74955,5
GA,30549,5
NV,89521,5
OH,45345,5
OR,97702-0000,5
OR,97503,5
FL,32064,5
DE,19966,5
OR,97439,5
OR,97214-0000,5
OR,97204-2426,5
MD,21010,5
OK,73801,5
OK,73044,5
OH,45640,5
OH,45417,5
OH,45429,5
FL,32459,5
FL,32425,5
CT,06226,5
PA,16701,5
PA,16803,5
IN,47250,5
IN,47025,5
PA,16652,5
PA,16506,5
PA,16501,5
NJ,08886,5
GA,31216,5
GA,31092,5
NJ,08857,5
GA,31061,5
CO,81526,5
PA,17061,5
PA,16881,5
PA,15014,5
PA,08057,5
GA,30642,5
NV,89005,5
NV,89011,5
NV,89019,5
GA,31029,5
NM,87002,5
MD,20735,5
PA,15137,5
CT,06787,5
PA,15101,5
DE,19716,5
DE,19701,5
DC,20036,5
DC,20001,5
NJ,08401,5
GA,31598,5
GA,31533,5
PA,18960,5
PA,19021,5
CO,80537,5
IN,47334,5
PA,18512,5
CT,06023,5
CO,81521,5
NJ,08742,5
NJ,08543,5
NJ,08558,5
NJ,08610,5
GA,31313,5
GA,31419,5
PA,17748,5
PA,17752,5
PA,17754,5
MA,02747,5
PA,17540,5
PA,17404,5
PA,17512,5
PA,17350,5
PA,16504,5
PA,16415,5
PA,16301,5
PA,16127,5
PA,16142,5
PA,16117,5
PA,18015,5
PA,17851,5
CO,80419,5
CO,80234,5
CO,80235,5
PA,19086,5
CO,80517,5
CO,80446,5
PA,19061,5
PA,19064,5
NJ,07828,5
HI,96756,5
GA,39842,5
CO,80031,5
CO,80210,5
MA,02467,5
MA,02494,5
MA,02457,5
NJ,08075,5
GA,31901,5
GA,31791,5
MI,48089,5
MI,48072,5
MI,48040,5
NJ,08014,5
NJ,07876,5
PA,18501,5
PA,18321,5
PA,18218,5
CO,81101,5
CO,81007,5
CO,81002,5
PA,18041,5
NJ,08094,5
IN,47591,5
IN,47620,5
IN,47630,5
SD,57226,5
SD,57058,5
SD,57033,5
SD,57005,5
SC,29861,5
IA,50138,5
IA,50112-1833,5
IA,50125,5
NH,03885,5
NJ,07002,5
SD,57730,5
CA,95448,5
CA,95437,5
CA,96130,5
CO,80122,5
CO,80125,5
PA,19508,5
NJ,07730,5
NJ,07675,5
MI,48130,5
IA,50061,5
CO,80435,5
PA,19029,5
SC,29461,5
MA,02322,5
CA,95973,5
CA,95992,5
SC,29063,5
RI,02885,5
IA,50566,5
IA,50511,5
IA,50532,5
CA,94966,5
CA,94611,5
TN,38057,5
TN,38063,5
TN,37873,5
NE,68701,5
NE,68713,5
NE,68748,5
NE,68756,5
NE,68620,5
NE,68505,5
NE,68508,5
NE,68462,5
IL,62806,5
IL,62839,5
IL,62626,5
MI,48131,5
NE,69341,5
NE,69343,5
NE,69001,5
NE,68869,5
SC,29909,5
SC,29706,5
CA,95667,5
IA,50213-1619,5
NH,03229,5
NH,03077,5
IA,50428,5
IA,50317,5
TX,75063,5
TX,75068,5
CA,94575,5
MA,01834,5
MA,01851,5
MA,01571,5
TN,38555,5
TN,38583,5
MI,48184,5
ND,58501,5
ND,58421,5
ND,58201,5
IA,50701-0479,5
IA,50670,5
CA,94513,5
TX,75056,5
ND,58849,5
NE,68003,5
NE,68007,5
ND,58790,5
ND,58646,5
MI,48242,5
MI,48209,5
MI,48176,5
TN,37809,5
TN,37757,5
CA,95037,5
TN,37621,5
TN,37398,5
NE,68117,5
NE,68127,5
NE,68066,5
CA,93618,5
TX,76240,5
TX,76110,5
TX,76111,5
KS,66090,5
TX,76067,5
TX,75901,5
TX,75904,5
NC,28079,5
NC,28012,5
NC,27891,5
NC,27596,5
IA,51363,5
IA,51342,5
CA,93721,5
CA,93654,5
NC,28372,5
NC,28376,5
MI,48315,5
IL,62301,5
MI,48309,5
IA,50801,5
NC,28210,5
NC,28120,5
TN,38449,5
TN,38551,5
TN,38351,5
TN,38343,5
NC,28712,5
NC,28602,5
NC,28610,5
NC,28388,5
TX,78218,5
CA,92377,5
TX,78071,5
MA,01247,5
MA,01027,5
TX,77901,5
TX,77705,5
CA,92584,5
TX,76844,5
NC,27522,5
IA,52003-1278,5
MI,48423,5
MI,48341,5
MT,59875,5
MT,59804,5
TX,78359,5
CA,93216,5
TX,77304,5
TX,77063,5
CA,93449,5
CA,93422,5
TX,77018,5
TX,76908,5
TX,76821,5
CA,94063,5
TX,75654,5
TX,75428,5
TX,77520,5
CA,92817,5
TX,77437,5
KS,66215,5
KS,66227,5
MI,48617,5
MS,39759,5
MS,39773,5
MS,39940,5
MS,39452,5
MS,39288,5
UT,84627,5
CA,91307,5
TX,78612,5
TX,78550,5
TX,78521,5
IA,52205,5
MT,59623,5
IA,52031,5
MT,59604,5
MT,59501-1497,5
TX,78941,5
TX,78753,5
TX,78738,5
TX,78629,5
CA,92316,5
CA,92274,5
CA,92284,5
CA,92252,5
TX,77615,5
TX,77575,5
TX,79404,5
TX,79323,5
MA,01004,5
LA,71301,5
TX,79070,5
TX,78852,5
ID,83520,5
ID,83442,5
MO,64730,5
MO,64506,5
VA,23168,5
VA,22980,5
VA,22645,5
LA,71052,5
IA,52641,5
IA,52537,5
MI,48813,5
MI,48706,5
MO,65775,5
MO,65548,5
MO,65583,5
IA,52803,5
UT,84014,5
CA,91789,5
CA,91801,5
TX,79906,5
TX,79925,5
MS,39120,5
MS,38965,5
MS,390514262,5
UT,84157,5
KS,66720,5
KS,66757,5
CA,91376,5
CA,91803,5
CA,91902,5
CA,91932,5
CA,92010,5
MI,48849,5
MI,48854,5
ID,83619,5
MO,63301,5
MO,63069,5
ID,83854,5
WA,98511,5
WA,98367,5
VA,23824,5
VA,23607,5
VA,23523,5
AZ,86301,5
AZ,86326,5
AZ,86023,5
MO,64601,5
MO,64093,5
CA,90723,5
WA,98001,5
VA,24517,5
VA,24426,5
VA,24151,5
VA,23875,5
AZ,85501,5
AZ,85364,5
LA,70712,5
VA,22211,5
VA,22314,5
VA,22201,5
VA,22081,5
VA,22192,5
VA,20170,5
CA,90670,5
IL,60084,5
MN,56267,5
AR,71909,5
AR,71730,5
WI,53206,5
WI,53188-1022,5
WI,53151-2834,5
WI,53146,5
MI,48917,5
MI,48892,5
IL,60053,5
MN,56446,5
IL,60044,5
MN,56378,5
IL,60012,5
MN,56329,5
WA,98082,5
ID,83815,5
MN,56554,5
MN,56511,5
MN,56520,5
MN,56472,5
MN,56474,5
MI,49015,5
WA,98390,5
WA,98391,5
WA,98233,5
LA,70084,5
LA,70087,5
LA,70059,5
WA,98231,5
AZ,85008,5
IL,61354,5
MN,55037,5
MN,55040,5
IL,61240,5
IL,61277,5
IL,61111,5
IL,61130,5
WV,26836,5
IL,60426,5
IL,60522,5
MI,49307,5
MI,49315,5
IL,61727,5
IL,60563,5
IL,60804,5
IL,61282,5
WI,54548,5
WI,54499,5
WI,54521,5
WI,54401-4139,5
WI,54311-8929,5
WI,54401-1207,5
WI,54311-6072,5
MN,55395,5
WI,54024,5
WI,54001,5
WI,54936-0070,5
AL,35654,5
KY,40392,5
KS,67735,5
KS,67905,5
KS,67505,5
FL,33605,5
MD,21740,5
MD,21632,5
MD,21620,5
MD,21629,5
MD,21286,5
MD,21503,5
OH,43082,5
NY,13165,5
NY,13073,5
OH,43452,5
OH,43416,5
OH,43431,5
OH,43326,5
FL,33707,5
OH,43223,5
NY,14009,5
FL,34736,5
FL,34639,5
NY,13492,5
NY,13608,5
NY,13424,5
NY,13478,5
NY,13409,5
WY,82301,5
NY,14622,5
NY,14453,5
NY,14217,5
FL,34285,5
FL,34219,5
FL,34221,5
NY,14001,5
WV,26508-1459,4
HI,96817,4
HI,96789,4
NJ,07726,4
TX,77093,4
TX,77074,4
NJ,07731,4
NJ,07746,4
NJ,07751,4
HI,96745,4
TX,77340,4
MA,01463,4
TX,77066,4
TX,77070,4
WV,25840,4
OR,97223-8331,4
OR,97209-0000,4
AL,35203,4
AL,35209,4
IL,61561,4
WV,26003,4
MD,21029,4
AL,35219,4
WV,25701-5247,4
OR,97141-0000,4
NJ,07630,4
TX,77041,4
MA,01440,4
KS,66533,4
KS,66208,4
TX,77025,4
MI,48054,4
TX,77035,4
MI,48017,4
MI,48021,4
NJ,07945,4
CA,93514,4
MI,49930,4
MI,49938,4
WV,25443,4
WV,25504,4
WV,25401-1838,4
WV,25560,4
OR,97232-0000,4
OK,73533,4
WV,25313,4
OR,97222-0000,4
FL,32353,4
NJ,08021,4
NJ,07852,4
NJ,07924,4
TX,77471,4
NJ,07495,4
NJ,07458,4
NJ,08048,4
TX,77402,4
TX,77422,4
NJ,07105,4
NJ,08036,4
TX,77531,4
GA,31768,4
IA,50035,4
TX,77584,4
TX,77521,4
NJ,08203,4
NJ,08225,4
NJ,08099,4
CA,92807,4
CA,92868,4
TX,76664,4
NJ,08106,4
NJ,08055,4
GA,31548,4
IL,61342,4
OR,97458,4
OR,97365-0000,4
IN,46795,4
IL,61114,4
MN,55055,4
MN,55070,4
IL,61242,4
IL,60712,4
WV,25071,4
MN,55027,4
OR,97301-0000,4
OR,97355-0000,4
NJ,07047,4
TX,76599,4
TX,76426,4
TX,76712,4
TX,76823,4
TX,77657,4
CA,92595,4
NJ,07024,4
TX,77550,4
IA,50164,4
GA,31643,4
TX,76520,4
NJ,08505,4
IL,61068,4
IL,61072,4
MN,55146,4
OH,45692,4
OH,45714,4
IL,60970,4
IL,61036,4
OH,45661,4
IN,46947,4
IN,46952,4
MD,20866,4
NH,03570,4
TX,76210,4
TX,76234,4
TX,76301,4
TX,76247,4
NH,03824,4
TX,78006,4
IA,50129,4
CA,92612,4
TX,77954,4
TX,77964,4
IA,50216,4
MA,01056,4
TX,78104,4
NH,03220,4
TX,78130,4
TX,76135,4
TX,76102,4
TX,76117,4
IN,46122,4
KS,66101,4
IN,46151,4
KS,66035,4
IN,46118,4
IL,61635,4
WV,24701-3306,4
OR,97882,4
WI,54982,4
IL,61764,4
IL,61920,4
OR,97814,4
OH,45504,4
IL,60626,4
OR,97501-0000,4
CA,92345,4
IA,50428-1278,4
IA,50321,4
NH,03031,4
TX,78164,4
TX,78207,4
IL,62828,4
CA,92530,4
MA,01519,4
TX,76033,4
TX,76034,4
NJ,08850,4
NJ,08619,4
GA,31085,4
IL,62681,4
TX,78542,4
IL,62704,4
TX,75979,4
TX,78257,4
TX,78264,4
TX,78235,4
NE,69336,4
IL,62618,4
TX,75941,4
CA,94030,4
TX,78254,4
GA,31206,4
GA,31210,4
GA,30907,4
NJ,08904,4
GA,31310,4
CA,93933,4
CA,94019,4
PA,15059,4
IL,60661,4
PA,15056,4
FL,32424,4
DC,20003,4
PA,15005,4
PA,15012,4
OH,45387,4
OH,45401,4
NE,68845,4
NE,68847,4
CA,92235,4
GA,31096,4
CA,92231,4
NE,68922,4
TX,75603,4
GA,31015,4
TX,75762,4
GA,31308,4
TX,78597,4
IA,50597,4
TX,75840,4
MN,55363,4
WI,54889,4
IL,60448,4
IL,60451,4
IL,60458,4
IL,60543,4
IL,60546,4
MN,55398,4
IL,60441,4
MN,55358,4
OH,45154,4
WI,54773,4
WI,54751-2617,4
IL,60542,4
DC,20416,4
OH,45101,4
OH,45121,4
OH,45122,4
TX,78731,4
IA,50548,4
TX,78886,4
NM,87571,4
TX,78639,4
TX,78759,4
TX,78726,4
NM,88061,4
ME,04937,4
NM,88130,4
NM,88260,4
TX,79096,4
IA,50461,4
CA,94530,4
CA,94503,4
TX,75215,4
MN,55408,4
WI,54724,4
IL,60403,4
MN,55921,4
MN,55429,4
KS,67756,4
KY,40031,4
KS,67637,4
FL,32626,4
PA,15211,4
KS,67490,4
CT,06795,4
FL,32571,4
FL,32607,4
PA,15202,4
NE,68154,4
NE,68183,4
TX,79086,4
GA,30802,4
NV,89108,4
LA,71422,4
TX,79072,4
GA,30720,4
GA,30673,4
GA,30677,4
GA,30701,4
MN,55775,4
MN,55781,4
MN,55801,4
IL,60410,4
MN,55924,4
MN,55926,4
PA,15419,4
PA,15234,4
AL,35824,4
OH,44906,4
PA,15314,4
PA,15330,4
IN,46733,4
CT,06475,4
CT,06488,4
PA,15206,4
ND,58761,4
ND,58705,4
TX,75125,4
MI,48220,4
MI,48234,4
TX,79517,4
TX,75065,4
TX,75094,4
TX,79601,4
CA,94607,4
TX,75060,4
NY,10001,4
NV,89439,4
CA,94564,4
CA,94574,4
CA,94577,4
TX,75030,4
MI,48158,4
ND,58474,4
CA,92128,4
MI,48195,4
TX,79772,4
TX,79756,4
ND,58318,4
ME,04364,4
ME,04422,4
ME,04443,4
MN,55964,4
WI,54603-1712,4
PA,15853,4
PA,15697,4
PA,15656,4
PA,15668,4
WI,54568,4
OH,44707,4
PA,15672,4
OH,44827,4
OH,44839,4
PA,15834,4
MN,55905,4
OH,44701,4
PA,15478,4
MA,01606,4
MA,01720,4
MA,01583,4
TN,38571,4
ME,04294,4
IA,50701,4
CA,92040,4
CA,92075,4
UT,84026,4
CA,92014,4
TX,79912,4
TX,75006,4
TN,38425,4
TN,38464,4
IL,60171,4
MN,55992,4
IL,60123,4
IL,60174,4
MN,56013,4
CT,06401,4
MI,49224,4
WI,54452,4
CT,06357,4
CT,06256,4
WI,54656-2221,4
WI,54623,4
PA,15902,4
GA,30568,4
UT,84103,4
CA,91761,4
CA,91763,4
UT,84075,4
TN,38348,4
CA,94955,4
GA,30529,4
NC,28732,4
NC,28744,4
NC,28715,4
NY,10570,4
NY,10583,4
CA,94804,4
NY,10949,4
NC,28721,4
MN,56172,4
PA,16428,4
WI,54311,4
MN,56156,4
MN,56164,4
PA,16329,4
KY,41649,4
KY,42023,4
CT,06333,4
OH,44656,4
OH,44641,4
PA,16407,4
MA,01930,4
MA,01969,4
NY,10548,4
NY,10549,4
NC,28560,4
UT,84133,4
CA,90755,4
CA,91393,4
CA,91331,4
CA,91344,4
KS,66846,4
GA,30467,4
GA,30512,4
CA,91353,4
WI,54307,4
MN,56373,4
KY,41072,4
KY,41076,4
IL,60091,4
MN,56338,4
MN,56342,4
PA,16508,4
OH,44481,4
MD,20636,4
IN,47110,4
PA,16354,4
IN,47960,4
IN,47966,4
GA,30523,4
GA,30525,4
GA,30436,4
GA,30439,4
CA,90640,4
GA,30504,4
KS,66012,4
CA,91320,4
NC,28390,4
IL,62454,4
IL,62526,4
MI,48322,4
NC,28405,4
IA,51041,4
VA,20151-4233,4
VA,22042,4
IL,62249,4
UT,84654,4
VA,20168,4
CA,90280,4
NC,28334,4
MI,48304,4
NY,11418,4
NY,11428,4
VA,20109,4
UT,84741,4
GA,30361,4
GA,30344,4
TN,37841,4
TN,37853,4
NY,11518,4
NY,11550,4
TN,37766,4
MI,48895,4
WI,54234,4
WI,54217,4
IL,60062,4
WI,54154,4
WI,54155,4
WI,54138-0179,4
MN,56382,4
MN,56450,4
OH,44234,4
FL,32960,4
FL,33009,4
KY,41001,4
FL,32922,4
IN,46240,4
IN,46241,4
NC,28205,4
VA,22109,4
VA,22033,4
TN,37421,4
NY,11704,4
NY,11568,4
CA,95014,4
TN,37188,4
TN,37327,4
TN,37347,4
CA,95043,4
WI,54149-9758,4
WI,54115-9349,4
AL,36330,4
MD,21222,4
MD,21223,4
MD,21229,4
MN,56529,4
MN,56569,4
MN,56585,4
OH,44135,4
OH,44142,4
MN,56549,4
MN,56621,4
PA,17038,4
NY,11722,4
GA,30274,4
GA,30287,4
GA,30288,4
TN,37312,4
NC,28075,4
TN,37122,4
TN,37129,4
TN,37166,4
LA,70775,4
VA,22601,4
VA,22664,4
VA,22747,4
NY,11753,4
ID,83713,4
ID,83806,4
MN,56452,4
PA,17347,4
WI,54004-9111,4
WI,54011,4
WI,54113,4
CO,81631,4
CO,81639,4
WI,54023,4
FL,33334,4
FL,33157,4
FL,33311,4
NC,27831,4
NY,11768,4
NC,27701,4
NY,12143,4
SD,57570,4
SD,57438,4
VA,23063,4
VA,23083,4
CA,95542,4
SD,57445,4
NY,12188,4
IA,51237,4
NC,27577,4
NC,27591,4
SD,57362,4
VA,23431,4
VA,23442,4
IA,51250-2120,4
VA,23320,4
AZ,86042,4
NY,12414,4
MO,63140,4
ID,83540,4
CO,81520,4
CO,81416,4
CO,81425,4
MO,63103,4
WI,53929,4
OH,44053,4
CO,81301,4
WI,53940,4
CO,81648,4
PA,17406,4
VA,23502,4
NC,27574,4
NC,27545,4
VA,23462,4
NC,27253,4
IA,51561,4
VA,24060,4
VA,23927,4
IA,51640,4
IA,51555,4
IA,51648,4
MA,02019,4
AZ,85396,4
SD,57252,4
MD,21853,4
IN,47501,4
SD,57349,4
NY,12571,4
NY,12484,4
MI,48340,4
LA,70645,4
VA,24348,4
IL,62203,4
AL,36512,4
ID,83703,4
AL,36571,4
MA,02724,4
MA,02726,4
AL,36547,4
AL,36460,4
MA,02664,4
MA,02668,4
OH,43912,4
OH,43812,4
VA,24301,4
LA,70535,4
LA,70583,4
LA,70634,4
MI,48381,4
SD,57059,4
LA,70455,4
GA,30058,4
GA,30080,4
GA,30083,4
AZ,85117,4
AZ,85210,4
VT,05089,4
AZ,85053,4
NY,12742,4
NY,12754,4
MI,48846,4
MO,63353,4
MO,63561-1977,4
AL,36526,4
KY,42718,4
KY,42743,4
PA,17872,4
KY,42437,4
MI,48842,4
FL,33493,4
PA,17961,4
PA,17578,4
VA,24588,4
VA,24605,4
MT,59901-1543,4
MT,59840-0301,4
NY,13021,4
NY,13036,4
NY,13053,4
VA,24502,4
MT,59812,4
MT,59828,4
SC,29687,4
NY,12921,4
NY,12834,4
SC,29640,4
SC,29728,4
WI,53546-0350,4
MO,64116,4
CO,81004,4
WI,53563,4
WI,53547-5009,4
WI,53556,4
OH,43521,4
CO,80923,4
FL,33414,4
AL,36451,4
PA,17963,4
PA,18011,4
PA,18036,4
GA,30010,4
NY,13346,4
SC,29404,4
VT,05759,4
VT,05451,4
GA,30033,4
NY,13159,4
VT,05201,4
AZ,85268,4
IA,52211,4
MT,59710,4
MT,59716,4
GA,30012,4
FL,34956,4
FL,34460,4
FL,34471,4
VT,05143,4
MA,02190,4
MA,02228,4
NY,13476,4
NY,13502,4
AR,72863,4
AR,72902,4
LA,70053,4
LA,70075,4
NY,13905,4
NY,14004,4
CA,95965,4
NY,14027,4
NY,14031,4
AZ,85009,4
AZ,85014,4
WI,53525,4
WI,53527,4
PA,18330,4
OH,43414,4
AL,36801,4
AL,36832,4
ID,83276,4
MO,64673,4
MO,64154,4
MO,64402,4
MO,64014,4
MO,64024,4
KY,42135,4
AL,36784,4
RI,02891,4
CA,95843,4
SC,29071,4
SC,29108,4
WA,98430,4
WA,98438,4
LA,70363,4
RI,02879,4
IN,46534,4
IN,46562,4
CO,80908,4
IN,47438,4
MO,64870,4
MO,64854,4
WI,53235,4
CO,80810,4
WI,53213,4
ID,83330,4
PA,18472,4
PA,18357,4
PA,18508,4
CO,80758,4
RI,02871,4
MT,59101-1193,4
AR,72576,4
MT,59270-0351,4
MT,59011,4
AR,72404,4
AR,72422,4
PA,19525,4
PA,19551,4
CO,80220,4
CO,80224,4
PA,19333,4
WA,99335,4
IA,52327,4
MS,39521,4
IA,52356,4
NY,14203,4
NY,14414,4
WA,99323,4
PA,19153,4
PA,19301,4
NY,14218,4
NY,14227,4
NY,14202,4
AR,71665,4
MD,21703,4
MD,21521,4
AR,71754,4
FL,33548,4
FL,33556,4
WI,53150-9219,4
OH,43222,4
FL,33624,4
IA,52310,4
MS,39429,4
MS,39441,4
MS,39202,4
WI,53024-0148,4
AR,72211,4
AR,72212,4
MS,391143526,4
MS,39117,4
NY,14588,4
FL,33881,4
MA,02542,4
MA,02481,4
MA,02360,4
NY,14482,4
MS,39056,4
MS,39083,4
MS,39090,4
MS,39114,4
MA,02347,4
MA,02359,4
CO,80265,4
WI,53029-9317,4
MS,38776,4
NY,14779,4
NY,14865,4
NY,14882,4
PA,19046,4
PA,18972,4
PA,18901,4
PA,18947,4
AR,72033,4
WI,53143,4
AR,72086,4
MO,65625,4
MA,02571,4
CO,80731,4
CO,80524,4
CO,80526,4
WI,53118-9348,4
IA,52498-0001,4
FL,33716,4
WI,53120,4
WI,53072-2590,4
MI,48824,4
PA,19096,4
CO,80231,4
FL,33744,4
PA,19079,4
PA,19081,4
CO,80482,4
CO,80487,4
PA,19085,4
CO,80504,4
CO,80465,4
MI,48722,4
MS,38610,4
AR,72022,4
AR,71953,4
MS,38611,4
KS,67410,4
KS,67437,4
FL,33801,4
PA,19031,4
FL,33830,4
MI,49534,4
MI,49546,4
AK,99686,4
WV,26302-4157,4
WV,26330-9006,4
KY,40336,4
WY,82501,4
WV,26554-8829,4
OK,74631,4
KY,40118,4
WV,26241,4
MI,49418,4
MI,49426,4
MI,49444,4
OR,97055,4
OR,97060,4
FL,32159,4
FL,32097,4
WV,26037,4
WV,26041,4
WV,26164,4
WV,26059,4
WV,26201,4
OK,74048,4
OK,74051,4
OK,74337,4
OK,74020,4
WY,82520,4
AL,35077,4
OK,74008,4
OR,97013,4
NJ,07712,3
WY,82644,3
WY,82633,3
AL,35096,3
OK,74015,3
FL,32087,3
OR,97006-0000,3
OK,74067,3
OK,74002,3
MI,49345,3
MI,49429,3
FL,32136,3
FL,32142,3
OR,97146,3
OR,97201-5524,3
OR,97086,3
OK,73648,3
OK,73942,3
OR,97203-6410,3
OR,97210-1637,3
IL,62859,3
IL,62870,3
IL,62918,3
MI,48115,3
IL,62933,3
IL,62946,3
TX,77338,3
TX,77339,3
CA,93517,3
CA,93523,3
CA,93546,3
MI,48038,3
TX,77037,3
KS,66441,3
KS,66603,3
KS,66213,3
MI,49913,3
OR,97224-7189,3
OH,45873,3
OH,45875,3
NJ,07928,3
MI,48035,3
NJ,07939,3
NJ,08003,3
NY,14719,3
NY,14604,3
NY,14624,3
PA,18801,3
CO,80734,3
CO,80530,3
AR,72023,3
AR,72143,3
WI,53073-0170,3
WI,53066-4830,3
WI,53083,3
MI,48837,3
WI,53108,3
WI,53118,3
IA,52553,3
IA,52498,3
CO,80461,3
CO,80498,3
CO,80502,3
PA,19083,3
CO,80249,3
PA,19066,3
OH,43010,3
OH,43018,3
MI,48730,3
MI,48734,3
AR,72018,3
MI,48806,3
MI,48667,3
CO,80442,3
CO,80444,3
CO,80459,3
MS,38863,3
MS,38732,3
MS,39111,3
MA,02465,3
NY,14489,3
NY,14522,3
NY,14525,3
FL,33862,3
PA,19118,3
NY,14892,3
PA,19124,3
PA,19129,3
PA,19131,3
WI,53048-2718,3
MS,38756,3
WI,53051-1653,3
CO,80639,3
CO,80642,3
CO,80643,3
PA,18964,3
PA,19019,3
PA,19022,3
PA,19030,3
CO,80422,3
WI,53142,3
MO,65360,3
MO,65401,3
MO,65560,3
AR,72120,3
MO,65793,3
MO,65714,3
PA,18929,3
MD,21727,3
MD,21754,3
OH,43214,3
WI,53186-5490,3
WI,53182,3
WI,53144,3
IA,52732-6638,3
WI,53207,3
PA,19136,3
PA,19140,3
PA,19141,3
PA,19149,3
IN,47371,3
PA,18642,3
FL,33573,3
FL,33592,3
MS,39365,3
MS,39201,3
MS,39209,3
AR,72364,3
MS,39462,3
IA,52302,3
IA,52317,3
MS,39339,3
FL,33929,3
FL,33868,3
FL,33880,3
MA,02543,3
MA,02557,3
NY,14559,3
MS,39194,3
MS,39150,3
WI,53020,3
CO,80023,3
CO,80107,3
PA,19555,3
CO,80108,3
CO,80117,3
PA,19474,3
PA,19481,3
NY,14425,3
WA,99109,3
WA,99133,3
IA,52401-1702,3
WA,99356,3
MS,39530,3
MS,39562,3
WI,53012-2852,3
OH,43220,3
MD,21237,3
PA,18701,3
CO,80219,3
PA,19311,3
NY,14221,3
CO,80135,3
NY,14445,3
WI,53186-4575,3
IA,52803-5214,3
ID,83211,3
AR,71822,3
AR,71832,3
AR,71655,3
OH,43151,3
OH,43155,3
WI,53214-5308,3
AR,71913,3
AR,71949,3
MO,64744,3
ID,83338,3
MO,64831,3
ID,83460,3
ID,83539,3
CA,96093,3
CA,96097,3
FL,34243,3
OH,43331,3
PA,18436,3
PA,18444,3
PA,18507,3
PA,18428,3
MT,59105,3
MT,59218,3
MT,59101-1233,3
AR,72715,3
AR,72455,3
AR,72501,3
AR,72543,3
CA,96161,3
PA,19522,3
FL,34145,3
FL,34236,3
MT,59018,3
MT,59102-2179,3
MT,59019,3
MT,59068,3
AR,72638,3
WA,98607,3
WA,98445,3
SC,29020,3
FL,34785,3
NY,13850,3
KY,42333,3
KY,42071,3
WI,53707-1007,3
WA,98272,3
WA,98275,3
WA,98277,3
MT,59323,3
WA,98291,3
MI,48621,3
MI,48507,3
MT,59401-1251,3
MD,21769,3
NY,14057,3
NY,14062,3
RI,02905,3
MD,21793,3
IN,46507,3
IN,46515,3
IN,46530,3
WI,53402,3
WI,53403-2533,3
WI,53227,3
CO,80916,3
PA,18509,3
CO,80817,3
CO,80831,3
RI,02818,3
CA,95988,3
CA,95945,3
NY,13605,3
NY,13367,3
MA,02301,3
FL,34474,3
NY,13452,3
NY,13460,3
AZ,85040,3
MI,48629,3
MT,59402,3
LA,70131,3
LA,70346,3
MT,59602,3
MT,59634,3
MA,02131,3
WI,53527-8967,3
WI,53530,3
WI,53533,3
OH,43228,3
OH,43229,3
OH,43235,3
PA,18324,3
NY,13901,3
AL,36769,3
WI,53406-3774,3
AL,36609,3
WI,53233-1507,3
MO,64473,3
MO,64485,3
AL,36610,3
MO,64683,3
PA,18071,3
PA,18235,3
CO,81089,3
CO,81054,3
MO,63863,3
WI,53588,3
WI,53597,3
WI,53560,3
MO,63628,3
PA,18014,3
PA,17936,3
PA,18045,3
PA,18051,3
OH,43557,3
FL,33430,3
OH,43517,3
VT,05404,3
GA,30034,3
NY,13202,3
NY,13204,3
NY,13211,3
CA,96032,3
SC,29201,3
AL,36441,3
GA,30011,3
NY,13142,3
IA,52136,3
VT,05150,3
IA,52045,3
IA,52068,3
MT,59717,3
WA,98028,3
MA,02762,3
FL,33471,3
PA,17847,3
PA,17724,3
OH,43764,3
OH,43793,3
OH,43615,3
OH,43610,3
MT,59901-1357,3
MT,59840-0234,3
MT,59803,3
IL,62232,3
MI,48840,3
IL,62062,3
IL,62084,3
PA,17737,3
SC,29841,3
NY,12953,3
NY,13077,3
NY,13078,3
NY,13104,3
NY,12983,3
VA,24526,3
VA,24574,3
WI,53562-5531,3
MO,64055,3
MA,02334,3
SC,29536,3
SC,29554,3
CA,95660,3
SC,29710,3
SC,29829,3
MA,02718,3
CO,81504,3
OH,44004,3
MA,02723,3
MA,02739,3
MA,02770,3
OH,44021,3
AL,36502,3
SD,57216,3
SD,57017,3
SD,57022,3
SD,57028,3
VA,24311,3
LA,70508,3
LA,70515,3
MA,02702,3
ME,04021,3
ME,04070,3
NY,12572,3
NY,12803,3
GA,30035,3
GA,30046,3
SC,29936,3
SD,57012,3
PA,17859,3
KY,42413,3
KY,42419,3
KY,42164,3
MO,63501-1144,3
MO,63552,3
MO,63556,3
AZ,85335,3
MD,21863,3
MA,01970,3
VA,23970,3
AZ,85607,3
AZ,85634,3
VA,23867,3
VA,23868,3
AZ,85363,3
SD,57212,3
MD,21903,3
NY,12545,3
NY,12550,3
NY,12567,3
MA,02032,3
SD,57231,3
