state,Zip,S&E,S&E-related,STEM Middle-skill
SC,29644,0,1,1
SC,29645,1,0,0
SC,29648,5,7,16
SC,29652,8,5,5
SC,29653,1,0,1
SC,29657,1,1,0
SC,29662,0,1,0
SC,29673,1,1,11
SC,29679,2,13,1
SC,29681,4,2,3
SC,29687,0,1,3
SC,29688,0,0,1
SC,29690,0,2,0
SC,29696,0,1,0
SC,29697,1,0,0
SC,29702,0,0,1
SC,29706,0,5,0
SC,29708,5,1,0
SC,29710,1,1,1
SC,29716,26,5,12
SC,29721,0,20,1
SC,29728,1,3,0
SC,29730,2,10,16
SC,29745,3,1,2
SC,29802,0,1,0
SC,29803,17,13,7
SC,29829,1,1,1
SC,29831,0,0,1
SC,29841,0,0,3
SC,29842,0,1,0
SC,29861,0,3,2
SC,29905,0,4,2
SC,29907,5,7,7
SC,29909,0,5,0
SC,29910,3,4,2
SC,29925,4,2,7
SC,29936,0,0,3
SC,29944,0,0,2
SD,57001,0,1,0
SD,57002,0,0,2
SD,57005,0,1,4
SD,57006,14,14,20
SD,57007,9,1,2
SD,57012,1,2,0
SD,57013,1,1,0
SD,57014,0,2,0
SD,57017,1,1,1
SD,57022,0,0,3
SD,57025,0,2,0
SD,57026,0,0,2
SD,57028,0,2,1
SD,57029,0,0,2
SD,57032,0,1,1
SD,57033,0,1,4
SD,57034,0,0,1
SD,57037,0,0,1
SD,57039,0,2,0
SD,57041,0,0,1
SD,57042,1,6,9
SD,57043,0,0,1
SD,57045,0,1,0
SD,57049,6,6,5
SD,57058,0,4,1
SD,57059,0,2,2
SD,57062,0,0,1
SD,57064,0,0,1
SD,57066,0,2,0
SD,57069,9,6,4
SD,57070,0,1,0
SD,57071,0,1,2
SD,57078,4,10,21
SD,57101,2,1,4
SD,57103,3,4,4
SD,57104,19,13,22
SD,57105,1,12,2
SD,57106,12,7,13
SD,57107,9,1,8
SD,57108,13,2,5
SD,57110,0,3,0
SD,57117,102,151,26
SD,57193,0,1,0
SD,57198,1,0,0
SD,57201,7,15,9
SD,57212,1,1,1
SD,57216,1,1,1
SD,57221,0,1,0
SD,57225,0,1,0
SD,57226,0,5,0
SD,57231,2,0,1
SD,57248,0,3,3
SD,57252,2,1,1
SD,57261,0,1,0
SD,57262,1,8,3
SD,57270,1,0,0
SD,57274,0,1,5
SD,57301,6,8,8
SD,57313,0,1,0
SD,57319,0,1,0
SD,57325,0,2,0
SD,57328,0,0,2
SD,57349,0,0,4
SD,57350,3,16,7
SD,57356,0,0,1
SD,57361,0,0,1
SD,57362,0,4,0
SD,57376,0,1,0
SD,57380,0,1,1
SD,57384,0,0,2
SD,57401,4,36,29
SD,57402,1,24,4
SD,57424,0,0,1
SD,57428,0,0,1
SD,57430,0,0,1
SD,57437,0,0,1
SD,57438,0,3,1
SD,57442,0,1,0
SD,57445,0,2,2
SD,57450,0,0,1
SD,57451,0,3,3
SD,57469,0,3,3
SD,57471,1,0,0
SD,57472,0,3,0
SD,57501,22,12,13
SD,57533,0,2,0
SD,57544,1,0,0
SD,57548,0,1,0
SD,57551,3,1,2
SD,57570,0,4,0
SD,57579,0,2,0
SD,57580,0,7,5
SD,57625,0,3,0
SD,57701,9,14,14
SD,57702,2,5,12
SD,57703,18,44,14
SD,57706,0,0,1
SD,57717,0,3,5
SD,57718,0,0,1
SD,57719,0,0,1
SD,57730,1,3,1
SD,57732,1,0,0
SD,57741,2,8,0
SD,57745,0,0,2
SD,57747,1,5,1
SD,57750,1,0,0
SD,57752,0,1,0
SD,57766,0,0,1
SD,57769,1,0,0
SD,57770,2,5,0
SD,57783,3,6,12
SD,57785,0,1,2
TN,37011,1,2,10
TN,37013,0,0,2
TN,37015,2,1,0
TN,37027,72,34,3
TN,37029,0,1,0
TN,37030,0,1,0
TN,37040,16,39,13
TN,37043,0,1,1
TN,37055,1,5,4
TN,37064,0,2,4
TN,37065,93,92,12
TN,37066,6,6,5
TN,37072,0,2,11
TN,37073,2,0,0
TN,37074,0,10,4
TN,37075,2,10,7
TN,37076,12,7,10
TN,37083,0,1,0
TN,37086,13,4,9
TN,37087,1,20,7
TN,37090,0,0,3
TN,37091,1,3,2
TN,37096,0,1,0
TN,37110,4,4,1
TN,37115,2,12,14
TN,37121,0,0,17
TN,37122,0,1,3
TN,37129,0,2,2
TN,37133,3,56,36
TN,37138,0,0,1
TN,37146,0,1,0
TN,37148,0,0,2
TN,37150,0,1,0
TN,37160,1,15,12
TN,37166,3,1,0
TN,37167,3,6,29
TN,37172,4,36,2
TN,37174,6,3,5
TN,37180,0,1,0
TN,37187,0,2,0
TN,37188,0,2,2
TN,37189,2,4,1
TN,37190,0,1,0
TN,37191,0,1,0
TN,37201,0,0,1
TN,37203,1,0,0
TN,37204,0,0,1
TN,37208,0,0,1
TN,37211,1,0,0
TN,37213,0,0,1
TN,37214,1,0,11
TN,37221,0,0,1
TN,37228,0,0,2
TN,37230,424,401,132
TN,37303,3,7,4
TN,37304,0,0,1
TN,37305,0,0,1
TN,37308,0,0,1
TN,37309,0,0,1
TN,37310,1,0,1
TN,37311,2,32,14
TN,37312,0,0,4
TN,37315,0,1,0
TN,37318,0,0,1
TN,37321,0,0,3
TN,37322,0,0,2
TN,37324,0,0,1
TN,37325,0,0,1
TN,37327,0,0,4
TN,37330,0,0,1
TN,37331,0,0,2
TN,37334,0,3,4
TN,37343,0,16,0
TN,37347,0,3,1
TN,37352,0,0,3
TN,37354,0,2,0
TN,37355,0,9,10
TN,37356,0,0,1
TN,37357,1,0,0
TN,37363,2,0,1
TN,37367,0,1,0
TN,37369,0,0,2
TN,37373,0,0,1
TN,37380,1,0,1
TN,37381,1,0,0
TN,37384,0,2,1
TN,37388,4,8,7
TN,37389,1,1,6
TN,37398,0,1,4
TN,37402,1,0,0
TN,37404,140,129,82
TN,37405,1,0,5
TN,37406,0,1,0
TN,37407,1,1,0
TN,37408,0,0,1
TN,37411,1,2,0
TN,37416,0,0,1
TN,37421,1,0,3
TN,37604,0,1,0
TN,37614,11,41,5
TN,37615,0,0,2
TN,37617,0,0,1
TN,37618,0,0,1
TN,37621,1,3,1
TN,37642,0,6,0
TN,37643,0,2,5
TN,37650,0,1,0
TN,37658,0,0,1
TN,37659,0,2,1
TN,37660,58,14,31
TN,37681,0,42,1
TN,37686,0,0,1
TN,37690,0,0,1
TN,37692,0,2,1
TN,37701,0,4,7
TN,37705,0,2,0
TN,37708,0,2,0
TN,37711,0,1,0
TN,37716,2,9,5
TN,37722,0,1,0
TN,37724,0,1,0
TN,37738,1,0,0
TN,37744,0,5,5
TN,37745,0,0,1
TN,37748,0,3,0
TN,37754,0,0,1
TN,37757,3,0,2
TN,37760,0,4,2
TN,37763,0,6,0
TN,37764,0,1,0
TN,37766,0,3,1
TN,37771,0,0,1
TN,37772,0,6,3
TN,37774,0,0,2
TN,37777,0,1,2
TN,37803,3,13,16
TN,37806,0,0,2
TN,37807,0,3,0
TN,37809,0,0,5
TN,37814,3,14,9
TN,37822,0,11,0
TN,37824,0,2,0
TN,37830,37,18,6
TN,37841,0,4,0
TN,37849,0,26,2
TN,37852,0,1,0
TN,37853,1,0,3
TN,37854,0,2,0
TN,37857,1,2,0
TN,37861,0,1,0
TN,37862,1,13,5
TN,37863,0,2,0
TN,37865,0,1,0
TN,37870,0,1,0
TN,37871,0,1,0
TN,37872,0,1,0
TN,37873,2,1,2
TN,37885,0,0,7
TN,37887,0,1,0
TN,37892,0,0,1
TN,37914,0,0,1
TN,37917,0,0,3
TN,37918,0,2,0
TN,37921,233,181,59
TN,37923,0,1,0
TN,37932,1,0,1
TN,37934,1,0,0
TN,38001,0,1,1
TN,38002,0,1,2
TN,38004,0,1,0
TN,38006,0,0,1
TN,38008,0,0,1
TN,38011,0,1,0
TN,38012,0,1,2
TN,38015,0,0,1
TN,38017,1,0,0
TN,38019,1,7,6
TN,38023,0,1,0
TN,38024,0,13,1
TN,38027,7,7,2
TN,38028,0,0,3
TN,38039,0,0,1
TN,38044,0,2,0
TN,38049,0,0,1
TN,38052,4,1,2
TN,38053,0,0,1
TN,38057,0,0,5
TN,38059,0,1,12
TN,38063,0,1,4
TN,38066,0,0,1
TN,38068,0,3,0
TN,38075,0,10,0
TN,38083,7,0,2
TN,38088,2,12,5
TN,38103,0,0,1
TN,38111,265,240,173
TN,38112,0,0,1
TN,38113,0,1,0
TN,38114,0,0,1
TN,38115,0,0,1
TN,38116,0,0,2
TN,38134,0,0,1
TN,38137,1,0,0
TN,38183,5,6,7
TN,38184,3,2,2
TN,38225,0,1,0
TN,38237,0,8,1
TN,38240,0,0,1
TN,38242,1,0,1
TN,38261,0,7,3
TN,38301,8,42,23
TN,38302,0,0,1
TN,38305,0,1,1
TN,38310,0,1,0
TN,38330,0,1,0
TN,38340,0,1,5
TN,38343,0,1,4
TN,38344,0,10,0
TN,38348,0,0,4
TN,38351,0,1,4
TN,38355,0,1,0
TN,38358,0,2,0
TN,38363,0,0,1
TN,38372,0,11,0
TN,38375,1,5,0
TN,38382,0,6,1
TN,38401,0,1,1
TN,38402,4,6,5
TN,38425,0,3,1
TN,38449,0,5,0
TN,38464,0,2,2
TN,38474,0,0,3
TN,38478,0,4,11
TN,38485,0,2,0
TN,38501,0,1,0
TN,38502,16,14,4
TN,38506,0,0,1
TN,38551,0,5,0
TN,38555,0,5,0
TN,38556,0,2,0
TN,38562,0,0,1
TN,38571,0,2,2
TN,38574,0,0,2
TN,38583,0,3,2
TX,15208,1,0,0
TX,73301,2,1,0
TX,75001,60,20,2
TX,75002,0,0,3
TX,75006,2,0,2
TX,75007,64,44,30
TX,75009,0,0,1
TX,75013,47,24,5
TX,75019,41,21,16
TX,75020,27,42,4
TX,75021,1,0,0
TX,75022,2,0,0
TX,75023,0,1,0
TX,75024,6,0,0
TX,75026,408,138,35
TX,75027,1,15,3
TX,75028,0,0,1
TX,75029,26,27,20
TX,75030,0,3,1
TX,75032,0,0,1
TX,75033,165,73,13
TX,75034,3,0,0
TX,75038,9,0,0
TX,75039,6,0,0
TX,75040,1,0,1
TX,75042,5,1,3
TX,75046,50,37,23
TX,75048,0,2,0
TX,75050,1,0,2
TX,75051,0,1,1
TX,75054,38,13,26
TX,75056,0,2,3
TX,75057,0,0,1
TX,75060,1,1,2
TX,75061,0,0,3
TX,75062,489,424,57
TX,75063,3,1,1
TX,75065,0,1,3
TX,75067,0,1,0
TX,75068,0,3,2
TX,75069,31,31,12
TX,75071,0,0,1
TX,75074,2,1,4
TX,75075,2,0,0
TX,75077,1,0,0
TX,75080,4,9,0
TX,75081,177,66,23
TX,75082,1,5,0
TX,75087,4,30,1
TX,75088,0,1,0
TX,75090,2,18,7
TX,75093,12,4,0
TX,75094,1,3,0
TX,75098,2,5,4
TX,75106,0,3,0
TX,75109,0,9,4
TX,75110,0,0,2
TX,75115,1,3,6
TX,75116,1,2,10
TX,75119,0,0,1
TX,75121,0,0,1
TX,75124,0,1,0
TX,75125,0,0,4
TX,75126,2,2,4
TX,75137,0,0,3
TX,75142,0,2,0
TX,75146,0,2,1
TX,75147,0,1,1
TX,75149,0,17,3
TX,75150,0,0,1
TX,75154,2,4,1
TX,75156,0,0,1
TX,75157,0,0,1
TX,75159,0,2,0
TX,75160,6,4,7
TX,75165,0,25,8
TX,75166,0,0,1
TX,75168,1,0,1
TX,75172,1,0,1
TX,75180,0,2,1
TX,75182,2,1,6
TX,75189,0,1,0
TX,75201,8,5,0
TX,75202,0,1,0
TX,75203,0,1,0
TX,75204,1,0,0
TX,75207,1,0,1
TX,75208,0,0,1
TX,75212,1,1,4
TX,75215,1,0,3
TX,75217,1,1,0
TX,75219,1087,605,194
TX,75220,0,0,3
TX,75227,0,0,1
TX,75228,0,0,1
TX,75231,1,0,0
TX,75234,3,4,2
TX,75235,0,1,0
TX,75237,0,0,2
TX,75238,1,0,2
TX,75240,0,2,1
TX,75241,1,0,1
TX,75243,3,3,1
TX,75244,5,2,3
TX,75247,0,2,4
TX,75248,1,0,0
TX,75254,2,0,0
TX,75261,9,1,4
TX,75270,1,0,0
TX,75275,11,1,0
TX,75398,0,0,1
TX,75401,29,25,24
TX,75402,2,0,1
TX,75409,0,0,1
TX,75418,0,4,2
TX,75423,1,0,0
TX,75428,0,2,3
TX,75446,0,2,0
TX,75455,0,1,0
TX,75456,1,5,1
TX,75457,1,0,2
TX,75460,3,14,3
TX,75462,0,1,0
TX,75482,2,1,3
TX,75491,0,0,1
TX,75501,8,35,8
TX,75568,0,1,0
TX,75570,0,0,1
TX,75601,5,40,20
TX,75603,0,0,4
TX,75604,0,0,3
TX,75605,0,2,0
TX,75633,0,0,3
TX,75647,0,0,1
TX,75650,0,1,1
TX,75652,0,0,1
TX,75654,0,4,1
TX,75662,5,0,6
TX,75670,1,0,1
TX,75672,2,7,7
TX,75686,0,1,1
TX,75692,0,0,2
TX,75701,1,2,0
TX,75702,16,48,18
TX,75706,0,0,1
TX,75711,0,0,1
TX,75751,2,2,2
TX,75752,0,7,1
TX,75762,3,1,0
TX,75765,0,0,2
TX,75766,0,1,9
TX,75791,0,0,1
TX,75801,0,0,1
TX,75802,0,5,6
TX,75833,0,1,0
TX,75840,2,0,2
TX,75852,1,3,3
TX,75859,1,0,1
TX,75861,0,6,2
TX,75862,2,0,0
TX,75865,2,0,0
TX,75882,0,0,2
TX,75886,0,0,1
TX,75901,1,0,4
TX,75903,9,17,5
TX,75904,1,2,2
TX,75935,0,0,11
TX,75941,0,0,4
TX,75943,0,0,1
TX,75951,2,7,3
TX,75954,0,0,1
TX,75956,0,1,0
TX,75961,1,0,1
TX,75965,0,1,8
TX,75969,0,1,0
TX,75975,0,0,1
TX,75979,1,0,3
TX,75990,0,0,2
TX,76006,0,0,1
TX,76008,0,1,0
TX,76009,0,2,5
TX,76011,3,3,2
TX,76013,0,1,1
TX,76015,52,86,27
TX,76021,0,2,0
TX,76022,0,0,1
TX,76028,0,0,3
TX,76031,0,14,8
TX,76033,0,1,3
TX,76034,0,1,3
TX,76036,0,1,0
TX,76039,2,1,12
TX,76040,0,0,2
TX,76043,2,0,1
TX,76048,0,18,1
TX,76051,17,35,23
TX,76053,3,5,7
TX,76054,3,0,0
TX,76060,0,0,1
TX,76063,2,7,13
TX,76065,1,2,5
TX,76067,2,0,3
TX,76071,1,0,0
TX,76078,0,1,0
TX,76082,0,0,1
TX,76084,0,0,3
TX,76085,0,28,5
TX,76086,0,0,1
TX,76087,0,1,0
TX,76092,48,10,2
TX,76095,2,41,8
TX,76097,2,6,1
TX,76098,0,9,1
TX,76101,399,329,169
TX,76102,2,1,1
TX,76106,1,0,0
TX,76107,2,5,1
TX,76108,0,0,1
TX,76109,0,1,1
TX,76110,0,0,5
TX,76111,1,0,4
TX,76112,0,0,1
TX,76113,3,0,0
TX,76116,0,0,1
TX,76117,0,0,4
TX,76118,0,0,6
TX,76119,0,0,3
TX,76120,0,0,1
TX,76131,1,0,5
TX,76135,0,2,2
TX,76137,2,1,4
TX,76140,0,0,1
TX,76148,0,0,3
TX,76155,0,0,3
TX,76164,1,0,0
TX,76177,3,5,5
TX,76179,2,1,5
TX,76180,7,7,7
TX,76185,1,0,0
TX,76203,3,2,4
TX,76204,4,4,1
TX,76205,0,0,1
TX,76206,12,56,5
TX,76207,0,1,2
TX,76208,0,1,0
TX,76210,1,2,1
TX,76225,2,0,0
TX,76226,0,0,1
TX,76227,0,7,1
TX,76230,0,0,1
TX,76234,2,0,2
TX,76240,1,0,4
TX,76241,0,3,0
TX,76244,2,4,2
TX,76247,0,4,0
TX,76248,0,0,1
TX,76252,1,0,0
TX,76262,33,4,9
TX,76266,0,0,10
TX,76270,0,0,1
TX,76301,0,1,3
TX,76302,0,0,2
TX,76308,1,0,0
TX,76309,8,10,14
TX,76365,0,1,0
TX,76374,0,0,1
TX,76384,0,0,1
TX,76385,0,0,3
TX,76401,0,10,2
TX,76402,6,1,0
TX,76424,2,0,0
TX,76426,2,0,2
TX,76431,0,0,1
TX,76448,0,0,1
TX,76454,1,0,0
TX,76458,0,1,1
TX,76504,43,412,37
TX,76511,0,2,0
TX,76513,6,6,2
TX,76520,0,4,0
TX,76522,0,1,0
TX,76528,3,10,7
TX,76540,9,2,0
TX,76541,37,31,7
TX,76542,0,1,0
TX,76544,58,55,15
TX,76548,0,17,2
TX,76550,0,5,1
TX,76557,0,1,0
TX,76567,0,2,1
TX,76571,0,2,0
TX,76574,3,13,0
TX,76579,1,0,0
TX,76599,0,2,2
TX,76641,0,0,2
TX,76642,0,0,1
TX,76643,0,0,3
TX,76645,0,9,0
TX,76651,0,0,1
TX,76652,0,0,1
TX,76657,14,4,2
TX,76661,0,2,5
TX,76664,1,1,2
TX,76665,0,0,2
TX,76682,1,0,2
TX,76691,0,2,1
TX,76701,0,1,0
TX,76702,24,172,16
TX,76704,0,0,1
TX,76705,1,0,7
TX,76706,0,0,2
TX,76708,0,2,0
TX,76712,0,3,1
TX,76801,0,16,7
TX,76804,0,0,2
TX,76821,0,5,0
TX,76823,0,4,0
TX,76825,0,0,1
TX,76834,0,1,0
TX,76837,0,5,1
TX,76844,0,5,0
TX,76857,1,0,0
TX,76877,0,3,0
TX,76901,1,0,0
TX,76903,0,0,3
TX,76904,0,1,2
TX,76905,1,0,0
TX,76906,9,47,10
TX,76908,5,0,0
TX,76936,2,0,0
TX,76941,0,0,1
TX,76945,0,3,0
TX,76950,2,0,0
TX,77001,0,3,0
TX,77002,13,6,3
TX,77003,1,0,0
TX,77005,10,2,4
TX,77006,0,1,0
TX,77007,1314,706,448
TX,77008,6,3,0
TX,77009,0,1,1
TX,77010,20,5,0
TX,77013,0,1,0
TX,77015,0,0,7
TX,77017,0,0,3
TX,77018,0,0,5
TX,77021,0,0,1
TX,77022,0,4,3
TX,77023,0,0,2
TX,77024,3,3,0
TX,77025,0,2,2
TX,77026,0,0,1
TX,77027,0,1,0
TX,77029,1,4,3
TX,77030,2,9,1
TX,77032,1,0,9
TX,77034,0,1,0
TX,77035,0,0,4
TX,77036,2,3,2
TX,77037,0,0,3
TX,77039,0,0,2
TX,77040,1,2,5
TX,77041,0,2,2
TX,77042,7,2,1
TX,77043,0,0,1
TX,77044,0,0,2
TX,77045,0,0,1
TX,77046,2,0,0
TX,77047,0,0,2
TX,77053,0,0,1
TX,77054,5,1,9
TX,77055,0,0,1
TX,77056,5,3,2
TX,77057,2,0,1
TX,77058,9,2,2
TX,77060,1,1,0
TX,77061,1,0,1
TX,77063,2,0,3
TX,77064,1,2,7
TX,77065,0,1,0
TX,77066,0,0,4
TX,77067,3,0,0
TX,77068,1,0,0
TX,77069,1,0,1
TX,77070,1,1,2
TX,77071,0,0,1
TX,77072,0,0,1
TX,77073,0,0,1
TX,77074,0,3,1
TX,77075,0,1,2
TX,77076,0,2,0
TX,77077,5,3,8
TX,77079,1,0,1
TX,77081,10,1,6
TX,77082,0,0,2
TX,77083,0,0,2
TX,77084,1,1,0
TX,77087,0,0,3
TX,77088,0,0,2
TX,77089,0,1,0
TX,77090,0,2,0
TX,77092,4,3,9
TX,77093,1,1,2
TX,77096,1,0,0
TX,77098,3,1,2
TX,77099,0,0,2
TX,77209,0,2,0
TX,77249,0,0,1
TX,77258,0,1,0
TX,77299,0,0,1
TX,77301,7,21,11
TX,77303,0,0,3
TX,77304,1,1,3
TX,77306,0,0,2
TX,77318,0,1,0
TX,77320,0,1,1
TX,77325,0,7,2
TX,77327,0,1,1
TX,77328,0,0,1
TX,77331,0,1,0
TX,77338,0,1,2
TX,77339,1,0,2
TX,77340,0,0,4
TX,77341,4,1,1
TX,77342,8,11,7
TX,77347,4,17,6
TX,77349,7,1,6
TX,77351,1,6,2
TX,77353,7,1,1
TX,77354,1,1,1
TX,77356,0,1,0
TX,77357,0,2,14
TX,77358,0,1,2
TX,77360,0,0,1
TX,77365,1,0,2
TX,77375,5,36,5
TX,77377,1,0,0
TX,77378,0,0,1
TX,77379,0,0,3
TX,77380,5,17,6
TX,77381,44,24,13
TX,77388,0,0,1
TX,77389,0,0,2
TX,77396,0,0,2
TX,77401,0,0,1
TX,77402,3,0,1
TX,77406,0,17,7
TX,77407,0,1,0
TX,77410,0,9,2
TX,77414,3,6,6
TX,77418,1,0,2
TX,77422,0,0,4
TX,77423,0,1,6
TX,77429,0,0,1
TX,77430,0,1,0
TX,77433,0,0,3
TX,77435,0,0,1
TX,77437,0,0,5
TX,77445,2,0,0
TX,77448,0,0,1
TX,77451,0,0,1
TX,77457,1,0,1
TX,77459,0,3,0
TX,77463,0,0,2
TX,77469,2,3,4
TX,77470,0,0,1
TX,77471,0,1,3
TX,77474,0,2,15
TX,77477,8,12,30
TX,77478,4,1,2
TX,77479,3,0,0
TX,77480,5,7,5
TX,77481,0,0,7
TX,77482,0,1,0
TX,77483,0,1,0
TX,77487,20,29,18
TX,77488,4,1,6
TX,77489,2,7,5
TX,77491,6,21,17
TX,77494,0,0,2
TX,77498,0,0,1
TX,77504,0,0,1
TX,77505,0,0,1
TX,77507,1,0,1
TX,77508,25,32,25
TX,77511,1,0,1
TX,77512,1,4,3
TX,77515,0,13,8
TX,77516,0,1,1
TX,77520,0,1,4
TX,77521,0,0,4
TX,77522,14,11,16
TX,77523,1,0,2
TX,77530,2,3,6
TX,77531,0,2,2
TX,77532,0,1,2
TX,77533,0,0,1
TX,77535,0,0,6
TX,77536,5,6,32
TX,77539,0,2,1
TX,77541,0,2,10
TX,77542,40,18,43
TX,77546,0,6,7
TX,77547,0,0,1
TX,77550,0,1,3
TX,77551,21,79,13
TX,77553,2,0,0
TX,77554,0,0,1
TX,77565,0,0,1
TX,77566,0,3,4
TX,77568,0,6,0
TX,77571,0,3,0
TX,77572,9,7,23
TX,77573,0,10,8
TX,77575,0,2,3
TX,77580,1,0,1
TX,77581,0,0,2
TX,77583,0,7,2
TX,77584,0,2,2
TX,77586,1,1,4
TX,77587,1,0,1
TX,77588,6,16,8
TX,77590,1,0,1
TX,77591,9,8,19
TX,77592,0,1,1
TX,77597,1,0,0
TX,77598,9,21,4
TX,77615,0,2,3
TX,77619,0,0,3
TX,77625,0,2,1
TX,77627,0,0,3
TX,77629,0,0,2
TX,77630,0,0,10
TX,77631,2,1,9
TX,77632,0,0,1
TX,77640,7,27,9
TX,77642,0,1,1
TX,77651,1,0,2
TX,77656,2,4,0
TX,77657,2,1,1
TX,77662,0,0,1
TX,77665,0,0,1
TX,77670,0,0,2
TX,77701,0,0,1
TX,77702,0,1,0
TX,77703,1,0,1
TX,77704,0,1,1
TX,77705,1,2,2
TX,77706,0,0,1
TX,77707,0,0,3
TX,77726,26,33,32
TX,77801,0,1,2
TX,77802,1,3,2
TX,77803,0,2,7
TX,77805,0,0,1
TX,77808,11,9,8
TX,77833,0,1,1
TX,77834,0,31,4
TX,77836,3,0,0
TX,77840,17,131,14
TX,77843,29,3,0
TX,77845,3,1,3
TX,77856,0,0,1
TX,77868,0,1,2
TX,77879,1,0,0
TX,77901,1,1,3
TX,77903,4,36,11
TX,77905,0,0,1
TX,77951,0,2,0
TX,77954,0,2,2
TX,77963,1,0,0
TX,77964,0,3,1
TX,77978,1,0,0
TX,77979,1,0,0
TX,77983,0,1,0
TX,77995,0,0,1
TX,78002,0,1,0
TX,78003,0,1,0
TX,78006,0,0,4
TX,78009,0,0,1
TX,78010,0,0,1
TX,78012,0,0,3
TX,78015,0,8,2
TX,78016,0,0,1
TX,78017,0,1,0
TX,78019,0,0,1
TX,78022,0,2,0
TX,78023,0,2,0
TX,78026,0,17,1
TX,78027,0,0,1
TX,78029,1,19,0
TX,78040,10,11,10
TX,78041,2,6,3
TX,78045,2,0,1
TX,78059,0,0,2
TX,78061,1,6,3
TX,78064,0,2,4
TX,78070,0,0,1
TX,78071,3,1,1
TX,78072,0,0,1
TX,78073,0,0,1
TX,78074,0,0,1
TX,78102,3,3,5
TX,78104,0,0,4
TX,78108,0,1,2
TX,78109,0,0,6
TX,78112,0,2,1
TX,78113,0,0,1
TX,78114,0,0,1
TX,78115,0,0,1
TX,78116,0,0,1
TX,78118,0,2,1
TX,78119,0,1,1
TX,78130,0,1,3
TX,78131,4,13,7
TX,78133,0,1,0
TX,78140,0,1,0
TX,78145,0,0,1
TX,78146,0,0,1
TX,78147,0,0,2
TX,78150,3,0,0
TX,78154,4,2,5
TX,78155,0,0,6
TX,78156,10,9,11
TX,78163,0,0,1
TX,78164,0,4,0
TX,78201,4,6,4
TX,78204,2,0,5
TX,78205,10,1,10
TX,78207,1,0,3
TX,78208,1,0,0
TX,78210,0,1,0
TX,78211,0,1,2
TX,78212,1,0,0
TX,78213,0,0,1
TX,78215,0,0,2
TX,78216,4,2,6
TX,78217,6,6,3
TX,78218,0,0,5
TX,78219,2,0,5
TX,78220,0,0,2
TX,78221,0,0,1
TX,78224,0,1,0
TX,78227,1,3,5
TX,78228,0,2,1
TX,78229,1,10,2
TX,78232,39,4,2
TX,78233,5,4,3
TX,78234,18,61,7
TX,78235,0,0,4
TX,78236,18,6,6
TX,78238,14,1,0
TX,78239,1,0,0
TX,78241,0,0,1
TX,78245,0,0,3
TX,78249,1,1,0
TX,78250,0,0,2
TX,78253,0,0,1
TX,78254,1,0,3
TX,78256,0,0,1
TX,78257,3,0,1
TX,78258,1,0,0
TX,78263,0,0,1
TX,78264,1,0,3
TX,78284,740,540,307
TX,78299,0,0,1
TX,78333,2,6,4
TX,78335,2,0,0
TX,78343,0,1,0
TX,78355,0,0,1
TX,78359,3,1,1
TX,78361,2,0,0
TX,78362,1,5,6
TX,78363,0,3,9
TX,78368,0,1,0
TX,78369,0,0,2
TX,78373,0,0,1
TX,78374,1,1,0
TX,78377,0,1,0
TX,78380,2,11,2
TX,78382,0,5,1
TX,78384,0,2,1
TX,78387,0,1,0
TX,78401,2,9,14
TX,78402,0,0,2
TX,78403,0,0,1
TX,78404,0,1,0
TX,78405,0,0,2
TX,78408,0,1,1
TX,78409,0,0,1
TX,78410,0,0,2
TX,78411,0,0,1
TX,78412,5,1,1
TX,78413,0,0,1
TX,78415,1,0,0
TX,78418,0,0,1
TX,78467,28,51,55
TX,78501,10,27,7
TX,78503,0,0,1
TX,78504,0,2,4
TX,78516,0,0,1
TX,78520,9,10,9
TX,78521,0,2,3
TX,78523,0,0,1
TX,78526,0,2,0
TX,78537,0,1,2
TX,78539,0,2,1
TX,78540,5,16,5
TX,78541,1,0,0
TX,78542,1,0,3
TX,78543,0,0,1
TX,78545,0,0,1
TX,78550,1,2,2
TX,78552,0,0,1
TX,78553,0,13,2
TX,78557,0,2,0
TX,78560,0,1,0
TX,78567,1,0,0
TX,78570,0,1,0
TX,78572,0,4,2
TX,78573,2,7,6
TX,78576,0,1,1
TX,78577,2,2,7
TX,78580,0,1,1
TX,78582,4,7,4
TX,78584,0,1,0
TX,78586,0,1,1
TX,78589,0,0,1
TX,78596,1,9,10
TX,78597,1,0,3
TX,78602,0,15,4
TX,78610,0,0,3
TX,78611,0,10,3
TX,78612,3,1,1
TX,78616,0,0,3
TX,78617,0,0,2
TX,78620,0,2,0
TX,78621,0,2,0
TX,78623,0,0,1
TX,78624,0,7,0
TX,78626,1,0,0
TX,78628,2,26,2
TX,78629,0,1,4
TX,78630,0,20,4
TX,78633,0,1,0
TX,78634,0,0,1
TX,78636,0,3,0
TX,78638,0,0,2
TX,78639,0,4,0
TX,78640,1,35,3
TX,78641,0,0,1
TX,78642,0,0,2
TX,78643,0,22,0
TX,78644,0,9,4
TX,78645,0,2,0
TX,78648,0,12,0
TX,78654,0,71,4
TX,78657,0,2,0
TX,78664,0,1,1
TX,78666,11,21,13
TX,78681,3,0,4
TX,78682,1,0,0
TX,78683,171,162,18
TX,78691,2,9,3
TX,78701,42,12,5
TX,78703,1,0,0
TX,78704,5,2,0
TX,78705,0,1,0
TX,78711,2,0,0
TX,78723,0,1,1
