state,Zip,S&E,S&E-related,STEM Middle-skill
KY,42029,1,0,0
KY,42031,0,1,0
KY,42038,0,2,0
KY,42045,2,0,0
KY,42048,0,1,0
KY,42050,0,0,1
KY,42064,1,1,0
KY,42066,0,0,1
KY,42071,0,1,2
KY,42078,0,1,0
KY,42102,19,10,13
KY,42135,0,2,2
KY,42141,3,16,14
KY,42164,0,3,0
KY,42167,0,1,0
KY,42170,0,2,0
KY,42210,0,5,0
KY,42223,52,18,15
KY,42240,2,4,9
KY,42259,0,1,0
KY,42276,0,2,0
KY,42303,6,8,4
KY,42320,0,0,1
KY,42333,0,0,3
KY,42345,0,2,5
KY,42351,0,3,3
KY,42404,1,0,0
KY,42413,1,0,2
KY,42419,0,3,0
KY,42431,0,4,2
KY,42437,0,2,2
KY,42440,0,0,1
KY,42445,0,1,10
KY,42452,1,0,6
KY,42501,0,0,1
KY,42502,0,8,2
KY,42539,1,0,0
KY,42553,2,0,0
KY,42633,2,0,0
KY,42653,0,1,0
KY,42702,2,14,9
KY,42715,2,0,0
KY,42718,0,0,4
KY,42728,0,1,0
KY,42743,0,4,0
KY,42754,0,1,0
KY,42757,0,0,1
LA,70001,13,10,2
LA,70032,0,0,6
LA,70037,0,0,1
LA,70041,0,0,1
LA,70044,1,0,1
LA,70047,0,0,2
LA,70050,0,0,1
LA,70051,0,0,2
LA,70052,0,0,1
LA,70053,0,3,1
LA,70057,2,0,5
LA,70059,0,2,3
LA,70062,0,0,1
LA,70063,5,29,13
LA,70068,7,1,5
LA,70070,7,0,0
LA,70071,0,0,1
LA,70072,0,4,3
LA,70075,3,0,1
LA,70079,4,0,2
LA,70084,0,1,4
LA,70085,0,0,1
LA,70086,2,0,0
LA,70087,1,2,2
LA,70093,3,5,7
LA,70094,0,6,8
LA,70121,5,3,0
LA,70122,1,0,1
LA,70123,5,2,6
LA,70123-4116,0,0,1
LA,70131,0,1,2
LA,70181,151,52,52
LA,70302,10,2,1
LA,70340,2,0,0
LA,70346,0,0,3
LA,70354,1,1,0
LA,70358,1,0,1
LA,70361,4,2,1
LA,70363,0,0,4
LA,70364,0,1,0
LA,70373,0,0,1
LA,70374,1,0,1
LA,70380,1,2,5
LA,70380-1392,0,2,0
LA,70394,0,5,1
LA,70401,0,1,1
LA,70403,0,0,1
LA,70404,3,5,8
LA,70422,1,0,1
LA,70429,0,0,1
LA,70433,2,0,0
LA,70434,6,17,4
LA,70441,0,0,2
LA,70443,0,7,0
LA,70448,3,4,1
LA,70452,0,0,1
LA,70455,0,1,3
LA,70456,1,1,0
LA,70459,5,4,7
LA,70471,1,1,0
LA,70471-7777,0,0,1
LA,70501,12,5,1
LA,70503,0,0,1
LA,70503-2619,1,0,0
LA,70506,0,0,1
LA,70507,1,0,0
LA,70508,1,0,2
LA,70510,0,2,0
LA,70515,0,3,0
LA,70518,2,1,6
LA,70518-7111,0,0,1
LA,70535,0,3,1
LA,70546,0,0,1
LA,70560,2,12,2
LA,70571,1,6,8
LA,70583,0,0,4
LA,70586,0,0,1
LA,70589,0,0,1
LA,70593,33,18,14
LA,70601,2,2,2
LA,70615,0,0,1
LA,70616,7,25,23
LA,70631,0,1,0
LA,70634,0,2,2
LA,70643,1,0,0
LA,70645,1,2,1
LA,70648,0,3,0
LA,70665,2,3,8
LA,70668,0,0,2
LA,70669,2,0,0
LA,70704,0,0,1
LA,70712,0,1,4
LA,70719,0,1,5
LA,70721,0,0,3
LA,70722,0,3,0
LA,70723,1,1,0
LA,70726,0,1,1
LA,70734,9,4,6
LA,70737,0,1,5
LA,70744,0,0,2
LA,70748,0,13,2
LA,70754,0,0,1
LA,70764,6,2,8
LA,70767,1,1,1
LA,70769,2,1,4
LA,70775,3,0,1
LA,70776,1,9,3
LA,70785,0,1,1
LA,70791,0,0,2
LA,70792,2,0,0
LA,70801,1,0,0
LA,70806,185,73,60
LA,70806-4030,0,0,1
LA,70809,1,0,0
LA,70810,0,0,1
LA,70814,0,0,2
LA,70815,0,0,2
LA,70816,0,0,1
LA,71001,2,0,0
LA,71002,0,1,0
LA,71033,0,0,2
LA,71037,0,0,1
LA,71047,0,0,1
LA,71051,0,0,1
LA,71052,1,1,3
LA,71055,1,4,1
LA,71101,0,1,0
LA,71105,0,1,0
LA,71106,0,1,0
LA,71109,0,0,1
LA,71110,1,1,9
LA,71113,26,11,6
LA,71118-4841,0,1,0
LA,71133,26,26,25
LA,71201,38,8,10
LA,71202,0,1,1
LA,71209,1,0,0
LA,71220,0,0,1
LA,71232,1,0,2
LA,71241,0,0,1
LA,71245,0,1,0
LA,71263,0,0,1
LA,71269,1,0,0
LA,71270,2,12,4
LA,71275,0,1,0
LA,71284,0,0,1
LA,71291,1,20,4
LA,71301,0,3,2
LA,71302,0,0,1
LA,71306,0,0,1
LA,71315,3,16,5
LA,71322,0,1,0
LA,71327,0,1,0
LA,71334,0,1,0
LA,71342,0,1,1
LA,71346,0,1,0
LA,71351,1,0,0
LA,71354,0,0,1
LA,71361,3,2,10
LA,71367,0,0,1
LA,71373,0,1,0
LA,71411,0,0,1
LA,71418,1,0,0
LA,71422,0,0,4
LA,71446,3,6,3
LA,71447,0,0,1
LA,71449,0,0,1
LA,71458,3,5,3
LA,71459,34,32,16
MA,01001,3,23,8
MA,01002,1,0,0
MA,01004,0,5,0
MA,01005,0,0,1
MA,01007,1,0,0
MA,01008,0,1,0
MA,01013,0,0,1
MA,01020,0,0,1
MA,01021,2,5,7
MA,01022,0,0,2
MA,01027,0,3,2
MA,01028,1,10,1
MA,01032,0,2,1
MA,01033,0,1,0
MA,01034,0,1,2
MA,01035,1,3,10
MA,01040,3,3,2
MA,01053,0,6,0
MA,01056,1,2,1
MA,01057,0,1,0
MA,01060,6,6,3
MA,01062,2,0,0
MA,01069,0,8,1
MA,01071,0,1,0
MA,01073,0,1,0
MA,01075,0,1,7
MA,01082,0,3,0
MA,01085,3,13,38
MA,01089,2,6,22
MA,01093,0,0,7
MA,01095,0,0,1
MA,01098,0,1,0
MA,01103,7,0,0
MA,01104,0,0,1
MA,01105,1,1,0
MA,01107,0,0,1
MA,01109,0,0,1
MA,01116,0,2,0
MA,01129,0,0,1
MA,01139,26,87,15
MA,01201,2,6,3
MA,01203,66,13,10
MA,01220,0,1,0
MA,01226,5,2,2
MA,01230,0,2,0
MA,01238,0,0,2
MA,01240,1,5,1
MA,01247,3,1,1
MA,01257,1,0,2
MA,01267,0,2,0
MA,01301,0,29,4
MA,01330,0,0,1
MA,01331,0,1,0
MA,01351,0,0,1
MA,01373,2,0,6
MA,01375,0,1,0
MA,01376,0,3,6
MA,01420,1,4,9
MA,01432,8,4,9
MA,01434,16,8,11
MA,01440,1,3,0
MA,01450,2,0,0
MA,01453,5,29,16
MA,01460,26,3,0
MA,01462,1,0,1
MA,01463,1,0,3
MA,01473,2,1,4
MA,01501,0,8,15
MA,01505,0,1,0
MA,01506,0,1,0
MA,01507,2,8,6
MA,01510,0,1,0
MA,01516,0,1,0
MA,01519,3,0,1
MA,01523,0,0,1
MA,01527,0,1,0
MA,01531,0,1,0
MA,01532,3,4,1
MA,01534,0,2,0
MA,01536,1,0,2
MA,01540,8,3,0
MA,01543,0,1,0
MA,01545,9,19,13
MA,01550,1,5,4
MA,01560,1,0,0
MA,01564,2,0,4
MA,01570,0,0,3
MA,01571,3,1,1
MA,01580,0,1,0
MA,01581,43,14,5
MA,01583,0,3,1
MA,01585,0,2,0
MA,01588,0,2,1
MA,01590,0,2,0
MA,01604,0,1,0
MA,01605,0,0,1
MA,01606,1,3,0
MA,01609,16,0,1
MA,01610,0,1,0
MA,01613,46,94,18
MA,01615,0,1,0
MA,01701,83,21,14
MA,01719,5,0,1
MA,01720,3,1,0
MA,01721,3,1,5
MA,01730,136,22,11
MA,01731,11,3,6
MA,01742,12,8,1
MA,01746,0,0,7
MA,01748,71,4,1
MA,01749,4,0,3
MA,01752,138,31,22
MA,01754,1,0,0
MA,01757,23,10,17
MA,01760,49,1,14
MA,01772,16,2,4
MA,01775,6,4,0
MA,01776,4,4,0
MA,01801,1,1,5
MA,01803,209,25,13
MA,01810,140,91,20
MA,01821,0,0,1
MA,01822,31,4,3
MA,01824,47,15,7
MA,01826,0,0,8
MA,01830,2,9,3
MA,01832,0,0,1
MA,01833,1,0,0
MA,01834,4,0,1
MA,01835,0,0,7
MA,01840,0,0,2
MA,01841,0,0,1
MA,01842,17,9,12
MA,01843,1,0,1
MA,01844,3,20,5
MA,01845,2,12,3
MA,01850,23,11,9
MA,01851,3,1,1
MA,01852,0,0,2
MA,01862,8,1,2
MA,01863,1,0,0
MA,01864,2,3,13
MA,01867,1,4,4
MA,01876,15,14,3
MA,01879,4,1,1
MA,01880,7,8,2
MA,01886,75,11,2
MA,01887,19,13,16
MA,01888,28,20,21
MA,01890,0,0,9
MA,01902,0,0,2
MA,01903,7,15,3
MA,01906,0,6,2
MA,01913,0,5,3
MA,01915,12,7,1
MA,01923,10,15,15
MA,01930,0,2,2
MA,01938,4,0,4
MA,01940,4,1,2
MA,01950,3,2,2
MA,01952,0,1,0
MA,01960,8,14,14
MA,01969,2,2,0
MA,01970,1,0,2
MA,01971,4,4,2
MA,02019,1,2,1
MA,02021,29,6,10
MA,02027,3,6,5
MA,02030,0,1,0
MA,02032,0,1,2
MA,02035,9,3,4
MA,02038,16,3,5
MA,02043,3,1,9
MA,02045,0,0,1
MA,02048,22,8,4
MA,02050,1,1,0
MA,02053,1,0,0
MA,02061,0,1,0
MA,02062,27,13,3
MA,02066,1,0,0
MA,02072,0,11,2
MA,02081,6,2,4
MA,02090,23,6,3
MA,02109,0,1,0
MA,02110,1,0,0
MA,02111,1,0,0
MA,02114,1,0,0
MA,02117,0,1,0
MA,02119,1,0,1
MA,02120,0,1,0
MA,02121,0,1,0
MA,02124,0,0,2
MA,02125,4,5,4
MA,02126,1,0,1
MA,02127,4,2,3
MA,02129,19,0,3
MA,02131,0,2,1
MA,02132,0,1,8
MA,02133,1076,458,81
MA,02134,17,9,5
MA,02135,0,18,0
MA,02136,0,4,3
MA,02138,1,7,0
MA,02139,0,1,0
MA,02145,7,10,4
MA,02148,1,3,2
MA,02149,3,3,4
MA,02150,1,3,5
MA,02151,0,1,8
MA,02153,26,6,1
MA,02169,0,0,1
MA,02170,71,17,13
MA,02171,7,0,1
MA,02176,0,10,0
MA,02180,2,1,5
MA,02184,11,10,16
MA,02188,0,4,3
MA,02190,0,4,0
MA,02201,0,0,1
MA,02210,1,0,0
MA,02215,2,7,0
MA,02228,0,1,3
MA,02238,553,149,23
MA,02301,0,1,2
MA,02302,0,1,1
MA,02303,2,0,0
MA,02305,3,23,17
MA,02322,1,0,4
MA,02324,0,1,1
MA,02330,0,2,0
MA,02331,0,1,0
MA,02334,1,1,1
MA,02339,0,1,1
MA,02343,0,0,1
MA,02346,0,6,2
MA,02347,3,0,1
MA,02351,0,1,1
MA,02359,0,3,1
MA,02360,1,1,2
MA,02361,5,19,2
MA,02364,0,2,0
MA,02367,0,1,0
MA,02368,2,1,3
MA,02370,5,1,1
MA,02375,0,1,0
MA,02379,0,1,1
MA,02382,0,0,1
MA,02420,0,1,1
MA,02421,81,21,5
MA,02446,2,3,3
MA,02451,0,2,0
MA,02454,174,32,15
MA,02456,0,0,2
MA,02457,4,0,1
MA,02458,31,4,2
MA,02462,1,0,0
MA,02464,2,0,0
MA,02465,1,2,0
MA,02466,2,0,0
MA,02467,2,3,0
MA,02471,14,5,5
MA,02474,4,0,2
MA,02478,0,1,0
MA,02481,4,0,0
MA,02482,9,2,0
MA,02492,21,21,0
MA,02493,12,0,1
MA,02494,3,2,0
MA,02532,1,5,1
MA,02534,0,0,1
MA,02536,0,1,1
MA,02538,0,0,2
MA,02540,0,22,1
MA,02542,2,1,1
MA,02543,3,0,0
MA,02557,0,3,0
MA,02559,1,1,0
MA,02563,0,6,5
MA,02571,0,4,0
MA,02576,0,0,1
MA,02584,1,9,1
MA,02601,2,7,4
MA,02630,2,4,0
MA,02631,0,2,0
MA,02633,0,1,0
MA,02635,0,1,0
MA,02638,0,1,0
MA,02642,0,1,0
MA,02645,0,1,0
MA,02649,0,1,1
MA,02653,1,1,0
MA,02664,0,4,0
MA,02667,0,1,0
MA,02668,1,3,0
MA,02673,0,1,0
MA,02675,0,1,0
MA,02702,0,1,2
MA,02703,3,9,13
MA,02714,0,6,9
MA,02718,0,3,0
MA,02719,2,4,0
MA,02720,0,2,8
MA,02721,1,0,1
MA,02722,0,6,9
MA,02723,0,3,0
MA,02724,0,1,3
MA,02726,0,3,1
MA,02738,2,7,0
MA,02739,0,3,0
MA,02740,1,0,0
MA,02741,2,27,3
MA,02743,0,3,0
MA,02744,0,0,2
MA,02745,0,1,0
MA,02746,0,0,1
MA,02747,1,1,3
MA,02748,0,1,0
MA,02760,0,2,9
MA,02762,0,3,0
MA,02763,0,0,1
MA,02764,0,0,2
MA,02766,0,1,1
MA,02767,14,3,16
MA,02770,0,3,0
MA,02771,0,2,12
MA,02777,0,1,8
MA,02780,9,15,10
MA,02790,0,0,2
MA,15216,1,0,0
MA,55433,0,1,0
MD,07506,1,0,1
MD,20601,0,1,0
MD,20604,1,9,8
MD,20613,0,2,1
MD,20619,51,10,3
MD,20628,0,0,1
MD,20636,4,0,0
MD,20640,10,1,0
MD,20646,0,7,2
MD,20653,64,8,2
MD,20657,7,0,4
MD,20670,39,7,15
MD,20678,2,26,1
MD,20684,0,1,0
MD,20686,0,0,1
MD,20688,0,2,4
MD,20693,0,1,1
MD,20695,0,1,1
MD,20701,553,68,16
MD,20703,17,19,6
MD,20704,0,0,1
MD,20705,26,4,14
MD,20706,5,0,1
MD,20707,6,2,1
MD,20711,0,0,1
MD,20714,0,0,1
MD,20715,1,0,0
MD,20719,1,0,0
MD,20720,28,16,3
MD,20721,1,0,1
MD,20721-4026,0,1,0
MD,20722,0,1,0
MD,20724,0,0,1
MD,20726,53,8,5
MD,20732,0,1,0
MD,20733,0,0,1
MD,20735,0,3,2
MD,20736,0,1,2
MD,20738,6,4,0
MD,20740,0,1,0
MD,20741,30,7,11
MD,20743,1,4,6
MD,20744,1,0,0
MD,20745,1,0,0
MD,20746,2,0,0
MD,20747,3,1,12
MD,20750,0,2,5
MD,20751,0,0,1
MD,20752,44,2,2
MD,20753,0,2,0
MD,20754,0,1,1
MD,20755,271,8,7
MD,20758,0,0,1
MD,20759,1,0,0
MD,20762,15,2,9
MD,20763,2,4,0
MD,20764,0,0,1
MD,20765,0,0,1
MD,20768,51,6,3
MD,20771,2,0,0
MD,20772,0,0,1
MD,20772-2631,0,0,2
MD,20773,3,6,5
MD,20774,0,0,2
MD,20782,5,4,1
MD,20783,20,4,0
MD,20784,14,0,0
MD,20785,9,3,5
MD,20792,10,27,1
MD,20794,0,1,9
MD,20814,229,110,17
MD,20815,13,2,1
MD,20817,2,1,0
MD,20830,0,1,1
MD,20837,0,0,1
MD,20850,0,5,3
MD,20850-5135,2,0,0
MD,20851,265,141,34
MD,20852,4,2,1
MD,20859,0,5,2
MD,20866,0,4,0
MD,20871,1,1,0
MD,20875,32,29,4
MD,20877,0,1,0
MD,20878,13,4,1
MD,20886,0,1,1
MD,20889,0,1,0
MD,20892,0,6,0
MD,20895,0,6,1
MD,20898,104,54,11
MD,20901,1,1,0
MD,20902,0,0,1
MD,20903,1,0,0
MD,20904,0,0,1
MD,20910,1,0,0
MD,20912,0,37,0
MD,20915,115,94,17
MD,20916,0,1,1
MD,21001,116,8,17
MD,21005,55,5,2
MD,21009,2,1,0
MD,21010,1,1,3
MD,21012,0,0,1
MD,21013,0,0,1
MD,21015,3,1,10
MD,21017,8,2,0
MD,21018,0,1,0
MD,21028,0,0,1
MD,21029,4,0,0
MD,21030,12,7,3
MD,21031,43,4,11
MD,21032,0,0,1
MD,21034,0,0,1
MD,21037,0,0,1
MD,21040,8,0,3
MD,21043,5,4,7
MD,21044,5,0,0
MD,21045,286,89,21
MD,21046,24,0,1
MD,21047,1,1,0
MD,21050,0,3,2
MD,21053,0,0,1
MD,21054,0,6,4
MD,21056,0,0,1
MD,21057,0,0,1
MD,21060,5,24,6
MD,21061,0,0,1
MD,21074,1,0,1
MD,21075,10,4,6
MD,21076,112,10,14
MD,21077,1,0,1
MD,21078,0,0,2
MD,21082,0,0,1
MD,21084,0,0,1
MD,21085,0,0,3
MD,21087,0,0,1
MD,21090,56,2,3
MD,21094,13,14,2
MD,21102,0,0,1
MD,21104,1,7,0
MD,21108,3,1,4
MD,21111,0,0,1
MD,21113,1,0,1
MD,21114,0,0,3
MD,21117,67,6,8
MD,21120,0,0,1
MD,21122,0,1,1
MD,21128,0,0,1
MD,21130,0,0,1
MD,21131,0,0,1
MD,21132,0,0,1
MD,21133,0,11,3
MD,21136,0,1,2
MD,21144,0,0,1
MD,21146,0,1,1
MD,21152,8,1,1
MD,21154,0,1,1
MD,21155,0,0,1
MD,21157,2,23,2
MD,21160,0,0,1
MD,21161,0,0,1
MD,21162,4,7,3
MD,21163,0,0,1
MD,21201,6,15,6
MD,21202,3,0,2
MD,21205,2,1,0
MD,21207,70,6,2
MD,21208,1,10,3
MD,21209,0,0,1
MD,21215,7,4,2
MD,21217,521,383,226
MD,21218,0,1,0
MD,21219,0,0,1
MD,21220,2,1,12
MD,21221,0,0,2
MD,21222,0,3,1
MD,21223,1,0,3
MD,21224,0,3,5
MD,21225,0,0,1
MD,21226,2,0,4
MD,21227,1,13,3
MD,21228,23,19,1
MD,21229,1,3,0
MD,21230,0,0,3
MD,21231,0,0,1
MD,21234,0,0,2
MD,21236,0,2,0
MD,21237,0,2,1
MD,21240,0,0,1
MD,21244,36,4,1
MD,21284,38,28,5
MD,21286,4,1,0
MD,21401,135,44,12
MD,21502,0,1,1
MD,21503,0,4,1
MD,21504,0,2,0
MD,21521,2,1,1
MD,21532,0,2,0
MD,21536,0,1,8
MD,21540,1,0,0
MD,21541,0,1,0
MD,21550,1,4,2
MD,21601,3,12,4
MD,21607,0,0,1
MD,21613,1,9,3
MD,21617,2,4,2
MD,21617-0368,0,0,1
MD,21620,0,4,1
MD,21620-0067,1,0,0
MD,21629,0,3,2
MD,21632,0,0,5
MD,21660,0,1,0
MD,21701,0,0,1
MD,21702,21,8,1
MD,21703,4,0,0
MD,21704,7,1,1
MD,21705,86,60,26
MD,21710,0,8,6
MD,21713,0,1,0
MD,21714,0,1,0
MD,21722,1,0,0
MD,21727,1,1,1
MD,21740,1,1,3
MD,21740-2188,0,0,2
MD,21740-3619,0,1,0
MD,21740-5146,2,0,0
MD,21741,14,24,12
MD,21742,0,0,1
MD,21746,0,0,2
MD,21746-1000,0,0,1
MD,21754,0,0,3
MD,21769,2,1,0
MD,21771,0,0,1
MD,21774,0,1,0
MD,21783,0,1,0
MD,21784,6,11,0
MD,21793,0,2,1
MD,21795,0,0,1
MD,21801,3,33,20
MD,21804,0,0,1
MD,21811,2,3,1
MD,21817,0,1,0
MD,21835,0,0,2
MD,21842,0,1,1
MD,21843,0,1,0
MD,21851,0,3,0
MD,21853,3,0,1
MD,21863,0,3,0
MD,21901,0,1,5
MD,21902,3,7,1
MD,21903,0,1,2
MD,21904,0,0,1
MD,21911,0,1,1
MD,21912,0,0,1
MD,21915,0,1,1
MD,21917,0,0,1
MD,21918,0,0,2
MD,21919,0,0,1
MD,21921,5,5,12
MD,21930,1,0,0
MD,29607,0,0,2
MD,55101,6,0,0
ME,03901,0,1,0
ME,03903,0,1,0
ME,03904,7,6,6
ME,03906,11,5,42
ME,03909,0,17,0
ME,04002,0,6,1
ME,04005,0,7,10
ME,04009,0,7,0
ME,04011,0,3,5
ME,04020,1,0,0
ME,04021,0,0,3
ME,04032,13,0,5
ME,04033,2,0,0
ME,04038,0,3,3
ME,04039,0,1,0
ME,04042,0,0,1
ME,04043,0,14,4
ME,04049,2,0,0
ME,04062,1,6,1
ME,04064,0,0,1
ME,04070,0,2,1
ME,04072,0,2,3
ME,04073,3,2,2
ME,04074,3,18,14
ME,04086,2,0,4
ME,04090,0,2,0
ME,04092,11,17,7
ME,04093,0,1,0
ME,04096,16,3,0
ME,04098,19,12,3
ME,04101,21,16,6
ME,04102,2,11,10
ME,04103,0,0,11
ME,04104,27,15,14
ME,04105,17,4,1
ME,04106,17,10,3
ME,04107,0,3,0
ME,04116,33,41,5
ME,04210,2,8,13
ME,04212,0,3,7
ME,04224,0,2,1
ME,04236,0,0,1
ME,04239,5,0,2
ME,04240,2,13,5
ME,04243,1,15,39
ME,04260,0,1,0
ME,04265,0,0,1
ME,04268,0,2,0
ME,04274,0,0,6
ME,04276,0,0,2
ME,04281,0,0,3
ME,04294,0,4,0
ME,04330,31,27,12
ME,04332,12,38,0
ME,04333,1,0,0
ME,04336,5,0,1
ME,04345,0,0,2
ME,04353,0,0,3
ME,04358,0,0,1
ME,04363,0,0,1
ME,04364,0,0,4
ME,04401,7,30,13
ME,04402,4,11,4
ME,04412,3,4,4
ME,04420,1,1,0
ME,04422,0,4,0
ME,04426,0,2,0
ME,04429,0,0,1
ME,04443,0,0,4
ME,04444,0,2,0
ME,04457,0,3,0
ME,04469,5,1,1
ME,04473,3,14,0
ME,04474,0,0,1
ME,04476,0,1,0
ME,04530,38,2,7
ME,04537,0,0,1
ME,04543,1,7,0
ME,04553,0,1,0
ME,04555,0,0,1
ME,04556,0,0,1
ME,04572,0,0,1
ME,04574,0,0,1
ME,04578,0,0,2
ME,04579,0,0,1
ME,04605,2,6,4
ME,04609,4,16,4
ME,04614,0,1,0
ME,04619,0,8,0
ME,04630,0,0,1
ME,04643,0,1,0
ME,04649,0,1,0
ME,04652,0,1,0
ME,04654,1,13,1
ME,04655,0,3,0
ME,04658,0,2,0
ME,04694,0,0,2
ME,04730,0,1,1
ME,04732,0,0,1
ME,04735,0,0,1
ME,04739,0,1,0
ME,04740,0,0,2
ME,04742,0,0,1
ME,04745,0,1,0
ME,04750,0,0,2
ME,04756,0,0,1
ME,04769,0,6,5
ME,04781,0,0,1
ME,04841,0,7,14
ME,04843,1,24,1
ME,04856,0,25,0
ME,04861,0,1,1
ME,04864,0,6,1
ME,04901,1,19,13
ME,04910,0,0,1
ME,04911,0,0,1
ME,04915,1,16,2
ME,04920,0,2,0
ME,04927,0,0,2
ME,04930,0,1,0
ME,04937,0,2,2
ME,04938,1,6,1
ME,04945,0,1,0
ME,04947,0,2,1
ME,04957,0,0,1
ME,04963,2,1,0
ME,04964,0,0,2
ME,04967,3,0,0
ME,04969,0,0,1
ME,04970,0,0,2
ME,04976,0,8,3
MI,00000,22,17,4
MI,28027,1,0,0
MI,43601,0,0,1
MI,45840,0,0,1
MI,46131,0,0,2
MI,46516,1,0,0
MI,46617,1,0,0
MI,46705,1,0,0
MI,46737,0,0,1
MI,48001,0,1,0
MI,48007,132,54,17
MI,48012,3,3,0
MI,48015,8,0,6
MI,48017,0,4,0
MI,48021,1,3,0
MI,48023,0,0,1
MI,48025,3,3,1
MI,48026,2,5,2
MI,48030,0,2,0
MI,48033,21,4,0
MI,48034,3,1,2
MI,48035,1,2,0
MI,48036,3,26,2
MI,48037,0,0,1
MI,48038,0,2,1
MI,48040,0,1,4
MI,48041,0,0,1
MI,48042,1,2,7
MI,48043,1,4,1
MI,48044,0,1,0
MI,48045,10,1,1
MI,48046,0,1,0
MI,48047,1,1,10
MI,48049,0,0,1
MI,48051,2,5,8
MI,48054,0,4,0
MI,48060,1,0,1
MI,48061,2,13,2
MI,48062,0,1,0
MI,48065,4,4,9
MI,48066,3,0,23
MI,48067,4,5,3
MI,48068,0,0,1
MI,48071,1,22,6
MI,48072,2,3,0
MI,48073,2,56,3
MI,48075,12,4,2
MI,48076,6,1,0
MI,48081,2,9,0
MI,48082,0,1,0
MI,48083,10,7,2
MI,48084,22,3,1
MI,48085,3,31,1
MI,48086,130,62,10
MI,48088,2,3,1
MI,48089,1,0,4
MI,48090,10,1,0
MI,48091,4,1,9
MI,48092,7,2,0
MI,48093,148,65,28
MI,48094,1,0,0
MI,48095,1,0,0
MI,48097,0,0,1
MI,48098,11,3,1
MI,48099,17,1,0
MI,481003,1,0,0
MI,48101,36,8,7
MI,48103,23,1,7
MI,48104,215,397,22
MI,48105,23,2,1
MI,48108,11,4,7
MI,48109,0,1,0
MI,48110,0,1,5
MI,48111,3,3,5
MI,48114,0,1,0
MI,48115,0,3,0
MI,48116,0,11,7
MI,48117,0,0,1
MI,48118,14,20,1
MI,48120,18,0,1
MI,48121,1,0,0
MI,48121-5397,0,0,1
MI,48122,1,0,1
MI,48123,335,69,24
MI,48124,25,1,0
MI,48125,0,1,2
MI,48126,11,0,7
MI,48130,1,2,2
MI,48131,4,1,0
MI,48133,0,0,2
MI,48134,9,3,2
MI,48135,0,31,0
MI,48139,0,0,1
MI,48141,0,1,1
MI,48146,0,2,1
MI,48150,4,1,8
MI,48151,103,71,17
MI,48152,7,1,1
MI,48154,0,0,2
MI,48158,0,2,2
MI,48160,0,0,1
MI,48161,8,2,7
MI,48162,9,5,5
MI,48164,0,1,6
MI,48165,1,0,2
MI,48166,5,0,4
MI,48167,4,1,3
MI,48170,97,13,20
MI,48174,11,11,11
MI,48176,2,0,3
MI,48180,1,5,12
MI,48182,0,0,2
MI,48183,3,1,7
MI,48184,0,4,1
MI,48185,0,3,3
MI,48186,1,1,6
MI,48187,4,6,4
MI,48189,0,0,1
MI,48192,5,10,1
MI,48193,2,1,0
MI,48195,0,1,3
MI,48197,3,8,0
MI,48198,6,21,4
MI,48201,49,14,4
MI,48202,3,2,5
MI,48203,5,2,5
MI,48205,0,1,0
MI,48208,477,599,90
MI,48209,3,1,1
MI,48211,0,0,2
MI,48212,0,2,0
MI,48213,0,2,0
MI,48215,0,0,1
MI,48218,0,0,2
MI,48220,0,2,2
MI,48223,1,1,0
MI,48225,0,0,1
MI,48226,6,4,6
MI,48227,1,1,0
MI,48228,0,1,0
MI,48229,1,0,0
MI,48230,1,31,0
MI,48234,0,1,3
MI,48235,3,234,3
MI,48236,0,8,0
MI,48237,0,2,1
MI,48239,2,0,0
MI,48240,3,2,2
MI,48242,3,0,2
MI,48243,2,0,0
MI,48265,1,0,0
MI,48301,2,4,1
MI,48302,6,6,0
MI,48304,3,1,0
MI,48306,10,1,0
MI,48307,16,2,3
MI,48308,15,3,0
MI,48309,3,1,1
MI,48310,13,3,1
MI,48311,144,11,18
MI,48312,9,1,8
MI,48313,0,0,1
MI,48314,0,1,0
MI,48315,0,2,3
MI,48317,0,5,2
MI,48321,231,19,15
MI,48322,0,4,0
MI,48323,0,8,5
MI,48326,169,18,15
MI,48327,0,1,5
MI,48329,0,1,0
MI,48331,15,2,3
MI,48332,107,48,8
MI,48333,2,0,0
MI,48334,5,2,0
MI,48335,3,0,3
MI,48336,11,2,0
MI,483365,0,0,1
MI,48340,1,1,2
MI,48341,2,2,1
MI,48342,0,2,1
MI,48343,32,65,7
MI,48346,0,2,0
MI,48347,1,5,0
MI,48348,0,0,1
MI,48353,0,2,0
MI,48357,0,1,1
MI,48359,0,0,2
MI,48370,10,1,2
MI,48374,4,0,2
MI,48375,3,0,3
MI,48376,58,39,5
MI,48377,6,1,2
MI,48380,25,4,5
MI,48381,1,0,3
MI,48382,3,1,2
MI,48383,0,5,1
MI,48390,3,2,2
MI,48393,4,2,8
MI,48397,0,0,1
MI,48413,0,0,1
MI,48414,0,1,0
MI,48416,0,1,0
MI,48420,0,0,1
MI,48423,0,3,2
MI,48429,0,0,3
MI,48430,2,6,3
MI,48435,1,0,0
MI,48437,0,0,1
MI,48439,1,2,3
MI,48441,2,0,0
MI,48442,6,3,3
MI,48443,0,0,1
MI,48444,0,0,2
MI,48446,1,4,3
MI,48451,0,1,0
MI,48453,0,1,0
MI,48455,0,1,0
MI,48462,0,1,0
MI,48463,0,1,0
MI,48471,0,1,0
